No.,CID,Status,pLD50,RA function(GK),SD Activity(GK),SE(GK),CVact(GK),CVsim(GK),MaxPos(GK),MaxNeg(GK),Abs MaxPos-MaxNeg,Avg.Sim(GK),SD similarity(GK),gm(GK)[Banerjee-Roy Coefficient],gm*Avg.Sim,gm*SD Similarity,Pos.Avg.Sim,Neg.Avg.Sim,sm1(GK)[Banerjee-Roy similarity coefficient 1],sm2(GK)[Banerjee-Roy similarity coefficient 2],gm_class(GK)
15,6787,Train,1.29,2.152566717657046,0.36972618272366414,0.2141598353047611,0.17176061475394888,1.102600809316665,0.7142922767673809,0.7399121864134792,0.025619909646098282,0.3005859511208833,0.3314263129751055,-0.6666666666666667,-0.2003906340805889,-0.22095087531673702,0.7142922767673809,0.21784468599158383,-0.0346256084391362,1.6515994474277553,0
16,6819,Train,1.43,1.8097981742782776,0.3984065399986633,0.24294764801102206,0.2201386572607978,1.2154624385210662,0.18602010982738051,0.8122247206174481,0.6262046107900676,0.2369906397259575,0.28805322086797974,-0.6666666666666667,-0.157993759817305,-0.1920354805786532,0.18602010982738051,0.2471847457056729,-0.770974577471652,-0.2580888255714221,0
17,8343,Train,2.42,1.742499466468998,0.4195444312431174,0.21049304851616618,0.24077162680186212,0.782554667592193,0,0.9961716111296878,0.9961716111296878,0.4357695870477983,0.341013524338977,-1,-0.4357695870477983,-0.341013524338977,0,0.4357695870477983,-1,-1,0
18,8344,Train,1.95,1.848556781496911,0.33408470149757985,0.23113995617241526,0.18072731378424153,1.4988092895537406,0.05375575440255954,0.5258181321263309,0.47206237772377135,0.1300165759817449,0.19487005187740902,-0.6666666666666667,-0.08667771732116328,-0.1299133679182727,0.05375575440255954,0.14526874029758197,-0.8977674007072004,-0.7038562983528455,0
19,8346,Test,1.78,1.8548331554839803,0.5641874321756972,0.2953492054031148,0.30417152642954787,0.8792822338791887,0.7297014883120326,0.9987143205679926,0.26901283225595995,0.46455985529465504,0.40847922733407693,-0.6666666666666667,-0.3097065701964367,-0.2723194848893847,0.7297014883120326,0.41153152869117954,-0.26935914176434955,0.684884748422888,0
20,8554,Train,1.46,1.7497974133811167,0.2741230465771185,0.1673836696781165,0.15665987644102936,1.2184111392016959,0.014975880586122111,0.20666272863761953,0.1916868480514974,0.06907027387016619,0.08415599107112232,-0.6666666666666667,-0.04604684924677747,-0.05610399404741488,0.014975880586122111,0.07988915252697501,-0.9275346808549009,-0.9398148914665179,0
21,8573,Train,2.79,2.8981859388280804,0.17116601275984283,0.12256399184057824,0.05905970713150864,1.5785033984738646,0.0005847443995111451,5.972701789698542e-10,0.0005847438022409661,0.00015397449935629373,0.00024304927051222152,0.6666666666666667,0.00010264966623752916,0.0001620328470081477,0.00018476927977351668,5.972701789698542e-10,0.9999989785790518,1.1999953451758716,1
22,10708,Train,1.92,2.0900586801622043,0.1859549126625933,0.0888902958549135,0.0889711444121568,0.6672534928423776,0.15790849998866785,0.5766681631106794,0.4187596631220115,0.2923473507137718,0.1950697908869798,-0.6666666666666667,-0.19489823380918123,-0.13004652725798654,0.15790849998866785,0.31923512085879263,-0.7261709418170869,-0.5518319918967716,0
23,12442,Train,1.82,2.320000211528915,0.1059100581657679,0.10590986604488976,0.04565088297814058,2.4494844107320333,3.1778840467096214e-07,0.18492523686898207,0.1849249190805774,0.03082092872071682,0.07549538442567905,0,0,0,1.1109776998532373e-07,0.06164174634366366,-0.999998281530363,-1.9999927907578003,0
24,15854,Train,3.25,2.746551020539878,0.4336727900632194,0.20025248164203444,0.15789722703857662,0.5789615408765075,0.09398923129498352,0.03639252527673355,0.05759670601824997,0.047150633417628596,0.0272984033767736,0.33333333333333326,0.015716877805876196,0.009099467792257865,0.05484497889445618,0.03176194246397343,0.6128011180076975,0.48955941325387375,1
25,18725,Train,0.96,1.6996508920049707,0.27170745653882133,0.27142014154201205,0.15986074423689753,2.4463811803845124,4.8257443108436654e-08,0.002095571733530265,0.0020955234760871564,0.0003496317708591576,0.0008553325842943532,-0.6666666666666667,-0.00023308784723943842,-0.0005702217228629022,4.8257443108436654e-08,0.00041954847354236743,-0.9999769717054605,-1.199834371654533,0
26,20326,Test,3.1,3.0032884609230397,0.2371230462552749,0.09741578896379535,0.07895446918954857,0.12324184515146937,0.9840700247990088,0,0.9840700247990088,0.8041849076783102,0.099109231865239,1,0.8041849076783102,0.099109231865239,0.8041849076783102,0,1,1,1
27,20327,Train,3.3,2.9934769988510523,0.23318133214368444,0.09708306831862958,0.07789648366537756,0.21920271728162535,0.8796054352772283,0,0.8796054352772283,0.7435847306064557,0.16299579347806045,1,0.7435847306064557,0.16299579347806045,0.7435847306064557,0,1,1,1
28,23871,Train,3.23,2.930446273491559,0.28944889306045113,0.11914758196160562,0.09877297382271386,0.1414148573890784,0.987946255711996,0,0.987946255711996,0.8665163798177465,0.12253829027722712,1,0.8665163798177465,0.12253829027722712,0.8665163798177465,0,1,1,1
29,24072,Train,1.7,0.99074210932841,0.4081981888745748,0.38598540257203534,0.41201255607403053,2.2886066501570186,2.7344218320595804e-07,0.002095571733530265,0.0020952982913470587,0.0003695862662523005,0.0008458375867517175,-0.6666666666666667,-0.0002463908441682004,-0.0005638917245011451,2.7344218320595804e-07,0.0004434488310661194,-0.9998695142815534,-1.199112167713442,0
30,26391,Train,2.84,3.0322404870930524,0.40492234988758147,0.19535910310695595,0.13353899587158813,0.6898780026129675,0.0004873955388744258,0,0.0004873955388744258,0.0002757163875839761,0.00019021067075409624,1,0.0002757163875839761,0.00019021067075409624,0.0002757163875839761,0,1,1,1
31,30580,Train,2.42,2.072828602536417,0.30700953402362063,0.1720541452828284,0.1481113940862975,1.0301963543606831,0.06412429797596438,0.5428951870888605,0.47877088911289617,0.18769510167184975,0.19336280947369738,-0.6666666666666667,-0.12513006778123317,-0.1289085396491316,0.06412429797596438,0.21240926241102684,-0.8818845709061912,-0.7900310829331676,0
32,33934,Train,2.15,1.8424737687542874,0.5661794767995272,0.28804034765308656,0.30729310039639046,0.8145590616781889,0.9961716111296878,0.7399121864134792,0.25625942471620855,0.4310192160572249,0.3510906081968417,0.6666666666666667,0.28734614403814995,0.23406040546456114,0.9961716111296878,0.31798873704273245,0.2572442557619192,1.5734399971552901,1
33,36713,Train,2.89,3.0666177668370245,0.25385330970365155,0.10396443117580077,0.08277957313391597,0.08738975884995863,0.8796054352772283,0,0.8796054352772283,0.7757987372752538,0.06779686456658685,1,0.7757987372752538,0.06779686456658685,0.7757987372752538,0,1,1,1
34,41819,Train,2.15,2.729208791354606,0.4011424132409424,0.18773791156620281,0.1469812110057878,0.6140257364178013,0.9961511579934077,0.30916362185446594,0.6869875361389417,0.4435363738194578,0.2723427485625738,0.6666666666666667,0.2956909158796386,0.18156183237504922,0.4704109242124562,0.30916362185446594,0.6896418586941883,0.3635492191303937,1
35,41821,Train,2.67,3.0280910412023867,0.27746484891442175,0.11395261487153265,0.09163028625593989,0.12003943697710116,0.9863113857866028,0,0.9863113857866028,0.8537910110413462,0.10248859226151316,1,0.8537910110413462,0.10248859226151316,0.8537910110413462,0,1,1,1
36,65913,Train,2.58,2.986812017532987,0.24646667615736684,0.10372082273931786,0.08251830872200004,0.274063827660665,0.7468297954831448,0,0.7468297954831448,0.5694648401377161,0.15606971380631118,1,0.5694648401377161,0.15606971380631118,0.5694648401377161,0,1,1,1
37,70897,Train,2.93,1.453721356065636,0.7207529074628501,0.6257805275743112,0.49579852731441054,2.05610051935044,5.113216775553968e-11,1.0133310859672952e-08,1.0082178691917413e-08,1.9690256764451135e-09,4.048514715953149e-09,-0.6666666666666667,-1.3126837842967425e-09,-2.6990098106354327e-09,5.113216775553968e-11,2.3526043781830283e-09,-0.9949540512016632,-1.168838089802148,0
38,76302,Test,2,2.184783974002771,0.2816060876148372,0.14946506705926474,0.12889424811136044,0.91009867230841,0.9542146652542499,0.6482025284996481,0.3060121367546018,0.3854999635490792,0.35084300500095744,0.6666666666666667,0.2569999756993862,0.233895336667305,0.9542146652542499,0.27175702320804507,0.32069527738086595,1.770318304995946,1
39,100191,Train,3.98,2.48096688970753,0.7198530867173167,0.6873262403617488,0.29015021913580513,2.31603771339956,0.0001812594514744945,1.96689682479574e-06,0.00017929255464969876,3.1648671408164694e-05,7.329951656029979e-05,0.6666666666666667,2.10991142721098e-05,4.88663443735332e-05,3.758502632483848e-05,1.96689682479574e-06,0.9891487213008999,1.1254225822210662,1
40,100570,Test,2.97,2.90104071568243,0.2177565654211664,0.1130973421118118,0.0750615336916918,0.861512451239146,0.9316884052636253,0,0.9316884052636253,0.3384954621254082,0.29161805530898793,1,0.3384954621254082,0.29161805530898793,0.3384954621254082,0,1,1,1
41,171260,Test,1.01,1.9425612445973777,0.4925563266111928,0.23144070346474066,0.2535602560697034,0.6242155838747695,0.9950230929887719,0.9825791143254016,0.012443978663370325,0.5765572665664734,0.3598960307870323,0.6666666666666667,0.38437151104431566,0.2399306871913549,0.9950230929887719,0.49286410128201374,0.012506220962160872,0.8709611704267062,1
42,200529,Test,1.18,1.8149891373921343,0.565291216205862,0.296472903856636,0.3114570795823606,0.8834157240486891,0.3696618296350331,0.593828772547007,0.22416694291197398,0.25226276257887575,0.22285289105414008,-0.6666666666666667,-0.16817517505258386,-0.1485685940360934,0.3696618296350331,0.22878294916764425,-0.37749424291196515,0.5584608644858545,0
43,202896,Train,1.77,2.1318119344735647,0.20337831972584972,0.09741677176945969,0.09540162358462098,0.6722546005673454,0.2642614562201899,0.3849917691416075,0.12073031292141756,0.1978046362509324,0.1329750767332396,-0.6666666666666667,-0.1318697575006216,-0.08865005115549308,0.2642614562201899,0.1845132722570809,-0.3135919326031373,0.4031664043604192,0
44,210559,Test,2.2,1.9550074556555066,0.2513294517602803,0.1342024675952488,0.12855677405895646,0.9235231308988792,0.20124336207427304,0.9642839173775403,0.7630405553032672,0.3466858327655651,0.3201723857139399,-0.6666666666666667,-0.23112388851037674,-0.21344825714262664,0.20124336207427304,0.3757743269038235,-0.7913027911721549,-0.5034268733662713,0
45,214768,Train,3.08,2.9383751421055373,0.2328655289279376,0.0979262482145196,0.07924976140421412,0.27068330181875117,0.7376695102678423,0,0.7376695102678423,0.5509115409294091,0.14912255490882853,1,0.5509115409294091,0.14912255490882853,0.5509115409294091,0,1,1,1
46,214769,Test,3.71,3.035850972740014,0.2580009508327216,0.10582548096440338,0.08498472196079583,0.10654608766059624,0.9812607935485083,0,0.9812607935485083,0.8530435717704603,0.09088845517616359,1,0.8530435717704603,0.09088845517616359,0.8530435717704603,0,1,1,1
47,767036,Train,2.13,2.661705626897807,0.5330486556976551,0.21796949035373006,0.20026581839514626,0.06244542126646782,0.32236770237167156,0.30916362185446594,0.013204080517205619,0.2938533106568127,0.018349793774510906,0.33333333333333326,0.09795110355227088,0.006116597924836967,0.29239968291386775,0.29676056614270246,0.04095968802104768,-0.01484034064168747,1
48,3034829,Train,2.45,2.9881298449775713,0.31639853178000704,0.19144715944483903,0.10588513491534098,1.1983727591811963,0.00656430526667493,7.50079113421174e-05,0.006489297355332812,0.0021958239105307445,0.0026314155583387726,0.6666666666666667,0.0014638826070204965,0.0017542770388925153,0.0026199871103684703,7.50079113421174e-05,0.9885733663662916,1.159008783364243,1
49,3047066,Train,3.25,2.9449232779297256,0.2852044838680159,0.11832956565900593,0.0968461507997295,0.19845728837273782,0.9839224028256958,0,0.9839224028256958,0.8127479413607249,0.1612957525729744,1,0.8127479413607249,0.1612957525729744,0.8127479413607249,0,1,1,1
50,3047067,Train,2.87,3.010096720213436,0.3111221452981232,0.12848048028335604,0.10335951772209585,0.1668801021693396,0.987946255711996,0,0.987946255711996,0.8544849995084803,0.1425965440201433,1,0.8544849995084803,0.1425965440201433,0.8544849995084803,0,1,1,1
51,3047068,Train,2.56,2.585400934378156,0.5233589935819492,0.24076194820718483,0.2024285620937273,0.5689752027134067,0.4023610552648228,0.9961511579934077,0.5937901027285849,0.4623924897091654,0.2630898605654292,-0.33333333333333326,-0.1541308299030551,-0.08769662018847639,0.3639590194724783,0.6592594301825396,-0.596084337164937,-0.6386358283972102,0
52,3056769,Test,3.83,3.979757153481793,1.081591116547268,1.0814191648272289,0.2717731446505499,2.4490224305072403,0.7319689598767817,9.360904667222686e-07,0.731968023786315,0.12201422600913364,0.29881557633734823,0.6666666666666667,0.08134281733942243,0.19921038422489884,0.14641688399286704,9.360904667222686e-07,0.9999987211336573,1.1999907936263106,1
53,3066198,Train,2.98,2.95805905867176,0.5078527912902989,0.3707972060535495,0.17168446647523566,1.6242594258545284,0.06902572256828726,0,0.06902572256828726,0.016280424826006796,0.02644363348055761,1,0.016280424826006796,0.02644363348055761,0.016280424826006796,0,1,1,1
54,3066711,Test,3.11,2.9444912219347867,0.07421810844887473,0.06304685853352109,0.025205749603188488,1.9989114532198888,0.1845131525541191,0,0.1845131525541191,0.03656667230469978,0.0730935400760029,1,0.03656667230469978,0.0730935400760029,0.03656667230469978,0,1,1,1
55,3066712,Train,2.9,2.844962410470309,0.4781044219151894,0.3064365260717123,0.16805298381293993,1.3258185269561844,0.1867861355338495,0.01582093413021499,0.17096520140363453,0.05100091392522132,0.06761795657375608,0.6666666666666667,0.034000609283480886,0.04507863771583739,0.058036909884222575,0.01582093413021499,0.9152992052381324,0.8277493971167966,1
56,3066715,Train,2.96,2.910859394074068,0.4201375819338344,0.4185356487840299,0.1443345504043071,2.4382779245358916,0.1672430335324087,0,0.1672430335324087,0.027980649816454123,0.06822460076162934,1,0.027980649816454123,0.06822460076162934,0.027980649816454123,0,1,1,1
57,3066716,Train,2.92,2.9280084119688023,0.13635432470067402,0.07139773851575033,0.04656896617622383,0.8798151305185452,0.21149466616837304,0,0.21149466616837304,0.11000575419051578,0.09678472698091964,1,0.11000575419051578,0.09678472698091964,0.11000575419051578,0,1,1,1
58,3066718,Train,2.84,2.956937651214402,0.15206744028913202,0.08860210846966597,0.051427340791808225,1.1154658917638036,0.18876333170274043,0,0.18876333170274043,0.06017905881213378,0.06712768750338319,1,0.06017905881213378,0.06712768750338319,0.06017905881213378,0,1,1,1
59,3079007,Train,2.91,2.9613694185972075,0.44593935253333855,0.4429591204900601,0.15058551956836874,2.4298324529170143,0.1672430335324087,0,0.1672430335324087,0.028061618914697512,0.06818503232032194,1,0.028061618914697512,0.06818503232032194,0.028061618914697512,0,1,1,1
60,3079008,Test,2.9,2.9134483400439968,0.1262137150294292,0.07748465448508514,0.04332107533697448,1.2302971334448873,0.47412886948881156,0,0.47412886948881156,0.16487725915151238,0.2028480193043555,1,0.16487725915151238,0.2028480193043555,0.16487725915151238,0,1,1,1
61,3079009,Train,2.94,2.901003912012113,0.28180146186008026,0.11575748560982946,0.09713929053774527,0.12210738010540323,0.2779987710928517,0,0.2779987710928517,0.23961995335520783,0.029259364725183354,1,0.23961995335520783,0.029259364725183354,0.23961995335520783,0,1,1,1
62,3089902,Train,2.17,3.979921746018727,0.7348847431889437,0.7348293046596912,0.1846480383500198,2.449267998405653,1.96689682479574e-06,0,1.96689682479574e-06,3.278408698240569e-07,8.029701510295361e-07,1,3.278408698240569e-07,8.029701510295361e-07,3.278408698240569e-07,0,1,1,1
63,4485134,Train,4.15,2.9478675843236464,0.10204958799521416,0.07590698940410184,0.03461810446910838,1.66840635840336,0.007503984925792654,0,0.007503984925792654,0.001764976959650363,0.002944698781916096,1,0.001764976959650363,0.002944698781916096,0.001764976959650363,0,1,1,1
