Table S7. The PRI result of 1913 true external FCOCs using the optimal Mouse-QSTR model,,,,,,,,,,
CID,Score(MAE-LOO),Score(Proximity Train YObs Mean),Score(Similarity based AD),CompositeScore,PredictionQuality,YPred(Test),AD status,Closest Training Compound,Euclidean Distance,Generalized Jaccard Coeff.
2748002,2,3,3,3,Good,3.409041081,In,3079009,0.154739636,0.735722858
2751931,2,3,3,3,Good,2.604041245,In,2391,0.334080472,0.673718043
2752047,2,3,3,3,Good,2.496366916,In,18725,0.26643679,0.658316735
2752912,2,3,3,3,Good,2.64736088,In,70897,0.37890983,0.651740626
2768817,2,3,3,3,Good,2.446945203,In,70897,0.289187196,0.739670471
2772130,2,3,3,3,Good,2.274285747,In,18725,0.422320098,0.54851368
2774890,2,3,3,3,Good,3.608154467,In,15854,0.260703428,0.707833096
2774891,2,3,2,3,Good,3.541113619,In,12442,0.333944498,0.558823867
2774892,2,3,3,3,Good,2.322440753,In,5502,0.12561716,0.741511873
2778236,2,3,3,3,Good,2.893774915,In,30580,0.150664213,0.698376483
2796568,2,3,3,3,Good,2.038315807,In,2391,0.239967986,0.771888444
2798845,2,3,3,3,Good,2.688127763,In,6819,0.254810965,0.619862152
2798846,2,3,3,3,Good,2.592366678,In,6785,0.283831984,0.570385695
2827662,2,3,3,3,Good,3.432178844,In,3034829,0.273635297,0.667703474
2829698,2,3,3,3,Good,2.568792671,In,2391,0.328057138,0.683918996
2829799,2,3,3,3,Good,1.735392062,In,6787,0.035163014,0.941586205
2829870,2,3,3,3,Good,1.673774596,In,6787,0.071449364,0.883753259
2831288,2,3,3,3,Good,1.662072088,In,6787,0.020355814,0.969940012
2831290,2,3,3,3,Good,2.938966231,In,3066716,0.113325707,0.851472028
2831291,2,3,3,3,Good,2.335539639,In,202896,0.20828488,0.699233451
2831292,2,3,3,3,Good,1.312840507,In,18725,0.092821507,0.903677315
2831638,2,3,3,3,Good,1.514071444,In,6787,0.142064334,0.799671908
2831675,2,3,3,3,Good,1.571696556,In,6787,0.07594762,0.868416266
2831680,2,3,3,3,Good,1.691654902,In,33934,0.034600241,0.941409851
2832539,2,3,3,3,Good,1.611633888,In,6787,0.071032167,0.888686326
2832801,2,3,3,3,Good,1.829179608,In,8343,0.087975338,0.811690293
2832973,2,3,3,3,Good,1.760540348,In,8343,0.053516525,0.877620729
2832997,2,3,3,3,Good,1.594092458,In,6787,0.049344933,0.903958253
2833524,2,3,3,3,Good,1.611939425,In,6787,0.044245977,0.913652032
2843702,2,3,3,3,Good,1.534711375,In,6787,0.14079282,0.808447397
2843919,2,3,3,3,Good,1.708981915,In,33934,0.035978433,0.929846652
2846891,2,3,3,3,Good,1.678248769,In,6787,0.035012508,0.947202872
2853367,2,3,2,3,Good,2.866799749,In,3259,0.257132532,0.708322411
2884190,2,3,3,3,Good,1.383581858,In,6787,0.24071243,0.643328892
3015053,2,3,3,3,Good,1.777853183,In,6781,0.024823323,0.949748741
3017480,2,3,3,3,Good,1.788903588,In,24072,0.073754247,0.934279563
3018042,2,3,3,3,Good,2.520584599,In,18725,0.286346395,0.612920248
3018101,2,3,3,3,Good,3.473406339,In,3066715,0.263798768,0.68683538
3020173,2,3,3,3,Good,1.627749577,In,6787,0.104533838,0.786380732
3020186,2,3,3,3,Good,1.330831018,In,18725,0.119922371,0.884350435
3020640,2,3,3,3,Good,1.705245824,In,6787,0.001706464,0.997408652
3020641,2,3,3,3,Good,2.383316293,In,2391,0.169432972,0.794273427
3020642,2,3,3,3,Good,3.118254765,In,3079009,0.110945057,0.806953024
3020643,2,3,3,3,Good,2.635364031,In,70897,0.377078977,0.653731289
3020703,2,3,3,3,Good,2.629725949,In,30580,0.068119892,0.873129332
3020873,3,3,3,3,Good,2.970060968,In,767036,0.181397291,0.463046256
3020984,2,3,3,3,Good,2.585860052,In,18725,0.31530364,0.574007785
3020988,2,3,3,3,Good,2.522135602,In,2391,0.321324384,0.697421574
3020993,2,3,3,3,Good,2.598370011,In,100191,0.344218949,0.701783256
3020994,2,3,3,3,Good,3.608564401,In,4115,0.242772809,0.655789177
3024584,2,3,2,3,Good,1.682951737,In,18725,0.302566414,0.667564268
3025053,2,3,2,3,Good,3.768493471,In,30580,0.401366028,0.491305108
3027244,2,3,3,3,Good,2.42014379,In,100191,0.367007798,0.69176562
3034464,2,3,3,3,Good,1.795379151,In,18725,0.392747988,0.531645992
3046467,2,3,3,3,Good,2.571822295,In,70897,0.387955451,0.639169541
3047433,2,3,3,3,Good,3.564131188,In,3034829,0.268719061,0.684530414
3047436,2,3,3,3,Good,3.702242037,In,15854,0.25141072,0.732005967
3079365,2,3,3,3,Good,3.265140232,In,3034829,0.229358153,0.703621172
3085422,3,2,3,3,Good,3.946709113,In,3066718,0.292943719,0.677246915
3085542,3,2,3,3,Good,3.892547395,In,20327,0.294882209,0.499511057
3086392,2,3,3,3,Good,1.968479275,In,18725,0.285064877,0.625857694
3090041,2,3,3,3,Good,3.084145328,In,202896,0.218647048,0.657798972
3090082,2,3,3,3,Good,3.765106382,In,3034829,0.417768721,0.619326
3090083,2,3,3,3,Good,1.933367076,In,6787,0.200716146,0.638602153
3091606,2,3,3,3,Good,3.761155526,In,3079009,0.278794704,0.559647798
3091608,2,3,3,3,Good,2.349317887,In,202896,0.116286956,0.761929933
3091609,2,3,3,3,Good,2.349317887,In,202896,0.116286956,0.761929933
3091610,2,3,3,3,Good,1.687017613,In,2391,0.09865777,0.879626392
3091670,2,3,3,3,Good,2.854716264,In,30580,0.131441586,0.735513626
3093288,2,3,3,3,Good,2.439673916,In,30580,0.106062382,0.737829399
3094534,2,3,3,3,Good,2.566702146,In,100191,0.347308868,0.698015563
3094848,2,3,3,3,Good,2.707521667,In,70897,0.360973203,0.686543632
3094939,3,3,3,3,Good,2.956723669,In,15854,0.180450618,0.693073941
3094943,2,3,3,3,Good,2.853962823,In,24072,0.405210325,0.638171664
3098718,2,3,3,3,Good,2.651791414,In,26391,0.167608166,0.808362754
3099145,2,3,3,3,Good,3.377791494,In,3066198,0.344237793,0.574373747
3100584,2,3,3,3,Good,3.749878452,In,4115,0.261951966,0.628800536
3100585,2,3,3,3,Good,3.346591619,In,3034829,0.322548375,0.655151738
3101113,2,3,3,3,Good,2.868951915,In,3034829,0.34140175,0.682753599
3101114,2,3,3,3,Good,2.4075848,In,8344,0.200361864,0.685694656
3101117,2,3,2,3,Good,2.649636924,In,70897,0.307198019,0.710466043
3103380,2,3,2,3,Good,3.433954964,In,3066715,0.161810524,0.811507124
3108224,2,3,3,3,Good,2.283428755,In,8344,0.193924561,0.728126741
3108225,2,3,3,3,Good,2.546325549,In,70897,0.315100496,0.705183234
3108226,2,3,3,3,Good,2.620761985,In,3066712,0.16965352,0.791131074
3108227,2,3,3,3,Good,2.295696939,In,2391,0.2528755,0.734708275
3108370,2,3,3,3,Good,2.451442932,In,202896,0.234043867,0.682491544
3108900,2,3,3,3,Good,1.761167392,In,3034829,0.326567523,0.707378291
3110314,2,3,3,3,Good,1.338067497,In,8554,0.065032973,0.881427044
3112570,2,3,3,3,Good,2.488301429,In,202896,0.105247392,0.816000598
3112571,2,3,3,3,Good,2.062418969,In,2391,0.150739809,0.857212336
3112639,2,3,3,3,Good,1.240567148,In,2391,0.282949439,0.700062402
3116536,2,3,3,3,Good,2.309718048,In,202896,0.240598944,0.563688436
3116630,2,3,3,3,Good,1.121961762,In,24072,0.236219261,0.763944162
3133153,2,3,3,3,Good,2.463959272,In,8344,0.21525947,0.71987586
3135656,2,3,3,3,Good,2.867064518,In,70897,0.396672707,0.613322645
3135662,2,3,3,3,Good,2.177193363,In,5502,0.118280451,0.659153752
3144923,2,3,3,3,Good,2.710987416,In,70897,0.356103888,0.648227505
3152433,2,3,3,3,Good,3.497804576,In,100191,0.296065806,0.752960552
3241590,3,2,3,3,Good,3.897046234,In,20327,0.299568527,0.496223435
3261929,2,3,3,3,Good,2.584117418,In,8344,0.273891342,0.653447889
3278893,2,3,3,3,Good,2.607034111,In,3034829,0.353796298,0.676997993
3287671,2,3,3,3,Good,2.359759762,In,70897,0.283740598,0.755278757
3288857,2,3,3,3,Good,2.539905639,In,2391,0.323717032,0.692278917
3298510,2,3,3,3,Good,2.813141257,In,70897,0.396131099,0.616249136
3351439,2,3,2,3,Good,3.56896719,In,3259,0.261266335,0.6879254
3359218,2,3,3,3,Good,2.855644309,In,70897,0.27553697,0.761420164
3366128,2,3,3,3,Good,2.965928137,In,15854,0.196092854,0.740965063
3373785,2,3,3,3,Good,2.183259832,In,70897,0.416247474,0.59005727
3415778,2,3,3,3,Good,1.541122679,In,8554,0.047104878,0.923374707
3432026,2,3,3,3,Good,2.11530283,In,6781,0.125718551,0.795707606
3433535,2,3,3,3,Good,2.577798833,In,5502,0.167985736,0.6332007
3437713,2,3,3,3,Good,2.094942085,In,3259,0.196362424,0.786536958
3447295,2,3,3,3,Good,2.694220234,In,202896,0.183742917,0.676161495
3451253,2,3,3,3,Good,1.722164264,In,2391,0.089628465,0.900900428
3462372,2,3,3,3,Good,2.241221356,In,6787,0.232244784,0.573920477
3478018,2,3,3,3,Good,1.448379014,In,2391,0.277781393,0.674842633
3487916,2,3,3,3,Good,2.475994151,In,70897,0.36265053,0.661244654
3493732,2,3,3,3,Good,2.165306809,In,2391,0.181984459,0.851443279
3501915,2,3,2,3,Good,3.267222941,In,3066715,0.272042577,0.708560049
3507854,2,3,3,3,Good,1.786192654,In,2391,0.083018225,0.921470881
3564246,2,3,3,3,Good,3.153630103,In,3034829,0.203574567,0.782130542
3581611,2,3,3,3,Good,3.102663727,In,3079009,0.112600072,0.800947755
3609266,2,3,3,3,Good,1.591735678,In,8343,0.114285056,0.802697101
3614055,2,3,3,3,Good,2.787363658,In,30580,0.142744134,0.699354011
3614976,2,3,3,3,Good,3.52628147,In,24072,0.425745711,0.687875724
3625965,2,3,3,3,Good,2.351230696,In,8344,0.217925737,0.670608877
3634225,2,3,3,3,Good,2.904548722,In,3034829,0.34767115,0.697216526
3701666,2,3,3,3,Good,2.279567307,In,70897,0.395356498,0.614039027
3706395,2,3,3,3,Good,1.298828903,In,18725,0.254088223,0.676551788
3745596,2,3,3,3,Good,2.138202471,In,18725,0.323591252,0.604272825
3752189,2,3,3,3,Good,1.564916344,In,18725,0.225969321,0.685080759
3759984,3,3,3,3,Good,2.723839737,In,26391,0.274952164,0.744901858
3760906,2,3,3,3,Good,1.894665058,In,5502,0.089482174,0.768506838
3769586,2,3,3,3,Good,1.963556986,In,8554,0.251977946,0.579493175
3805113,3,2,3,3,Good,3.873948051,In,20327,0.287990488,0.50846742
3836060,2,3,3,3,Good,2.589816991,In,8573,0.321288972,0.540438428
3842648,2,3,3,3,Good,3.297330444,In,3034829,0.328930186,0.646926523
3854389,2,3,2,3,Good,3.461975853,In,26391,0.319911573,0.689421307
3895058,2,3,3,3,Good,2.091213128,In,8344,0.178760773,0.7506252
3923526,2,3,3,3,Good,2.754539831,In,3066718,0.177777275,0.742907632
3941060,2,3,3,3,Good,2.628206876,In,24072,0.285881006,0.744012323
3976209,2,3,3,3,Good,2.250079587,In,10708,0.103226023,0.627520342
4056053,2,3,3,3,Good,2.620938588,In,2391,0.344978054,0.69627228
4106066,3,3,3,3,Good,3.019197688,In,3079009,0.092147801,0.839254694
4126465,2,3,3,3,Good,2.823415437,In,2391,0.352788523,0.679378617
4149757,2,3,3,3,Good,2.961139836,In,15854,0.185163305,0.739390705
4152551,2,3,3,3,Good,1.700961876,In,24072,0.23883057,0.767265218
4155976,2,3,3,3,Good,3.546223908,In,4115,0.159442077,0.789237465
4158909,2,3,3,3,Good,2.62179272,In,15854,0.17761283,0.750893423
4178021,2,3,3,3,Good,3.813547325,In,3066718,0.257208266,0.743797723
4208526,2,3,2,3,Good,1.071179437,In,24072,0.336451243,0.634366446
4217226,2,3,3,3,Good,2.165306809,In,2391,0.181984459,0.851443279
4218838,2,3,3,3,Good,1.835743694,In,3026,0.002662825,0.993987191
4304692,2,3,3,3,Good,2.15464709,In,3026,0.084256206,0.758497387
4321781,2,3,3,3,Good,2.017120868,In,8343,0.090449687,0.802213201
4347518,2,3,3,3,Good,2.084675211,In,6787,0.091773429,0.800508621
4351723,2,3,3,3,Good,2.089250256,In,6787,0.091677615,0.802550358
4367778,2,3,3,3,Good,2.097120281,In,6787,0.091612357,0.806087045
4370498,2,3,3,3,Good,2.108383559,In,33934,0.084817906,0.821309835
4425403,2,3,3,3,Good,1.848995683,In,2347,0.083689573,0.835220165
4432412,2,3,3,3,Good,1.920396414,In,6787,0.089160635,0.806615719
4460573,2,3,3,3,Good,1.928142124,In,6787,0.088280811,0.809943711
4495639,2,3,3,3,Good,1.900515136,In,6787,0.106506932,0.77919871
4495640,2,3,3,3,Good,1.946168106,In,6787,0.08324407,0.838748933
4495641,2,3,3,3,Good,1.936292445,In,8343,0.083009251,0.827739982
4495642,2,3,3,3,Good,1.912280304,In,6787,0.105734221,0.783925
4495643,2,3,3,3,Good,1.96474765,In,8343,0.079310156,0.841583572
4495644,2,3,3,3,Good,3.024257953,In,8344,0.269981472,0.693305615
4519631,2,3,3,3,Good,1.728717636,In,2347,0.07993648,0.857382431
4522662,2,3,3,3,Good,1.699749348,In,2347,0.086308245,0.844345784
4548722,2,3,3,3,Good,1.67377778,In,2347,0.093122081,0.832990275
4551427,2,3,3,3,Good,1.532083748,In,8343,0.073696879,0.892262339
4589619,2,3,3,3,Good,1.434813608,In,6787,0.112962102,0.805448996
4591686,2,3,3,3,Good,1.538626624,In,6787,0.073679384,0.899137957
4599436,2,3,3,3,Good,1.526558786,In,6787,0.085446556,0.846591898
4599450,2,3,3,3,Good,1.308497674,In,6787,0.159425357,0.754935704
4606001,2,3,3,3,Good,2.018297059,In,2391,0.124743621,0.865418988
4653497,2,3,3,3,Good,1.661837856,In,2347,0.096542075,0.827871658
4663458,2,3,3,3,Good,1.635807641,In,2347,0.104515732,0.816927746
4714864,2,3,3,3,Good,1.666939644,In,6787,0.171578517,0.701955835
4855121,2,3,3,3,Good,1.564103305,In,8343,0.060048369,0.910427919
5024137,2,3,3,3,Good,1.570836999,In,6787,0.059765773,0.916596165
5056868,2,3,3,3,Good,1.537764905,In,6787,0.074051612,0.898680029
5071838,2,3,3,3,Good,1.526257705,In,8343,0.076180261,0.889034732
5082992,2,3,3,3,Good,1.549456379,In,6787,0.064411648,0.880590972
5105077,2,3,3,3,Good,1.558236006,In,8343,0.062549337,0.907044093
5106227,2,3,3,3,Good,1.906939562,In,2391,0.120546159,0.880607977
5171383,2,3,3,3,Good,1.861384058,In,2347,0.013173604,0.974545834
5196803,2,3,3,3,Good,1.90134422,In,2347,0.074477005,0.861249761
5205957,2,3,3,3,Good,2.29275344,In,8344,0.062505696,0.882662064
5240590,2,3,3,3,Good,2.138995513,In,8344,0.107195951,0.824266129
5253141,2,3,3,3,Good,1.383657338,In,6787,0.161649375,0.748345808
5257702,2,3,3,3,Good,1.846909145,In,6787,0.089701007,0.844562323
5468494,2,3,3,3,Good,1.477353926,In,8343,0.0966126,0.817095884
5472508,2,3,3,3,Good,1.482918537,In,6787,0.097499892,0.82650981
6063677,2,3,3,3,Good,1.716036019,In,6787,0.002954475,0.995501832
6420644,2,3,3,3,Good,1.681508307,In,6787,0.035102892,0.945167601
6421085,2,3,3,3,Good,1.692070861,In,6787,0.035776956,0.938572291
6421088,2,3,3,3,Good,1.705245824,In,6787,0.001706464,0.997408652
6421093,2,3,3,3,Good,1.719016168,In,6787,0.004241781,0.993541915
6421094,2,3,3,3,Good,2.159811225,In,2391,0.162196574,0.805313761
6421095,2,3,3,3,Good,1.888205691,In,2347,0.075430287,0.864193494
6421096,2,3,3,3,Good,2.200491479,In,8344,0.100568671,0.833582895
6421097,2,3,3,3,Good,2.234334655,In,8344,0.095530589,0.846779173
6421403,2,3,3,3,Good,1.779548619,In,3026,0.064352693,0.867691512
6421404,2,3,3,3,Good,2.001381955,In,2347,0.08851216,0.812591148
6421405,2,3,3,3,Good,1.630099263,In,6787,0.07009102,0.898381755
6421408,2,3,3,3,Good,1.772359223,In,6787,0.046032223,0.912602769
6421415,2,3,3,3,Good,1.778847746,In,6787,0.044693778,0.916170593
6421417,2,3,3,3,Good,1.755527481,In,6787,0.055211212,0.879210993
6421418,2,3,3,3,Good,1.817144354,In,8343,0.054881137,0.864289193
6421544,2,3,3,3,Good,1.813547422,In,8343,0.055363873,0.862304789
6421545,2,3,3,3,Good,1.720283163,In,8343,0.059545376,0.85648744
6421546,2,3,3,3,Good,1.732492671,In,8343,0.057242467,0.862788584
6421547,3,2,3,3,Good,4.112300569,In,8573,0.405988881,0.638148923
6421944,2,3,3,3,Good,1.777862978,In,33934,0.024908242,0.958729966
6421946,2,3,3,3,Good,1.91994826,In,6781,0.070402258,0.857205305
6421947,2,3,3,3,Good,1.696472791,In,33934,0.03483242,0.938194628
6421949,2,3,3,3,Good,1.688820677,In,6787,0.008801479,0.986776996
6421950,2,3,3,3,Good,1.656359176,In,6787,0.022823567,0.966418193
6422008,2,3,3,3,Good,1.917419273,In,2347,0.031548097,0.955156501
6422046,2,3,3,3,Good,1.939311004,In,2347,0.041122284,0.941547437
6422047,2,3,3,3,Good,1.957587586,In,2347,0.049115412,0.930185741
6422283,2,3,3,3,Good,1.962913601,In,33934,0.073699783,0.887113727
6422366,2,3,3,3,Good,2.040030594,In,2347,0.114488845,0.764270804
6422367,2,3,3,3,Good,1.839208548,In,3026,0.001287032,0.997084752
6422368,2,3,3,3,Good,1.674307854,In,6787,0.015070446,0.977569993
6422369,2,3,3,3,Good,1.778251756,In,33934,0.025073778,0.958455693
6422388,2,3,3,3,Good,1.643329031,In,6787,0.117295335,0.785999578
6422389,2,3,3,3,Good,2.159920094,In,8344,0.108188199,0.814671339
6422480,2,3,3,3,Good,2.175855965,In,8344,0.109531441,0.80736408
6422519,2,3,3,3,Good,1.924278053,In,8343,0.086970988,0.85198448
6422520,2,3,3,3,Good,1.935304287,In,8343,0.085910462,0.857611068
6422594,2,3,3,3,Good,1.945183283,In,8343,0.085169611,0.862715727
6422743,2,3,3,3,Good,2.19917914,In,8344,0.112371324,0.796669435
6422927,2,3,3,3,Good,3.245982237,In,8344,0.275842923,0.660784702
6423157,2,3,3,3,Good,2.189618178,In,8344,0.075313568,0.89410946
6423317,2,3,3,3,Good,1.880559281,In,8343,0.11411191,0.79849701
6423325,2,3,3,3,Good,2.148523472,In,8344,0.078419325,0.876322492
6423379,2,3,3,3,Good,2.189618178,In,8344,0.075313568,0.89410946
6423380,2,3,3,3,Good,1.984992721,In,2347,0.086113615,0.821275056
6423381,2,3,3,3,Good,1.69998625,In,6781,0.006315431,0.9873767
6423388,2,3,3,3,Good,1.821646556,In,6787,0.109281787,0.810458546
6423389,2,3,3,3,Good,2.290129886,In,8344,0.066617694,0.869030321
6423397,2,3,3,3,Good,2.27379546,In,8344,0.096261638,0.828211725
6423398,2,3,3,3,Good,1.737329655,In,33934,0.007649798,0.987325183
6423399,2,3,3,3,Good,1.744096883,In,33934,0.010531176,0.982551078
6423400,2,3,3,3,Good,2.252513528,In,8344,0.10021127,0.832752306
6423404,2,3,3,3,Good,1.926691345,In,8343,0.121524164,0.75113017
6423405,2,3,3,3,Good,2.213385372,In,8344,0.114581275,0.790155287
6423406,2,3,3,3,Good,2.435112771,In,8344,0.162610648,0.775950689
6423415,2,3,3,3,Good,2.428432277,In,8344,0.164946207,0.758673294
6423416,2,3,3,3,Good,2.457261658,In,8344,0.176841527,0.73738169
6423417,2,3,3,3,Good,2.907185336,In,8344,0.155253254,0.803151953
6423418,2,3,3,3,Good,2.835593222,In,8344,0.188256854,0.696572181
6423419,2,3,3,3,Good,1.674248103,In,8343,0.01309855,0.978989938
6423420,2,3,3,3,Good,1.700771773,In,6787,0.003639077,0.994490056
6423421,2,3,3,3,Good,1.693503111,In,6787,0.006778853,0.989784671
6423423,2,3,3,3,Good,2.190643588,In,8344,0.142029135,0.732397112
6423429,2,3,3,3,Good,1.887768585,In,2347,0.076315296,0.854344895
6423430,2,3,3,3,Good,2.347678932,In,8344,0.206004956,0.6621178
6423431,2,3,3,3,Good,1.913668847,In,2347,0.073186225,0.867615709
6423433,2,3,3,3,Good,3.262629306,In,8344,0.259967753,0.722456743
6423435,2,3,3,3,Good,2.212038231,In,8344,0.075670616,0.888412656
6423443,2,3,3,3,Good,2.000732776,In,2347,0.057439816,0.868492783
6423444,2,3,3,3,Good,2.138721912,In,2391,0.15264004,0.779375905
6423445,2,3,3,3,Good,1.782554977,In,8343,0.052348349,0.889624587
6423446,2,3,3,3,Good,1.791619824,In,8343,0.052350892,0.889217746
6423447,2,3,3,3,Good,1.750190601,In,6787,0.055898919,0.876506194
6423448,2,3,3,3,Good,2.067079155,In,2347,0.061946168,0.85659339
6423449,2,3,3,3,Good,2.068352924,In,33934,0.083483666,0.840130233
6423452,2,3,3,3,Good,2.051301363,In,33934,0.090470123,0.796389002
6423457,2,3,3,3,Good,2.058497425,In,33934,0.090708173,0.792308801
6423458,2,3,3,3,Good,2.070617109,In,33934,0.091340312,0.785436882
6423459,2,3,3,3,Good,2.080428282,In,6787,0.091900324,0.79862259
6423462,2,3,3,3,Good,2.488180776,In,8344,0.177562282,0.701390286
6423463,2,3,3,3,Good,2.485177312,In,8344,0.154243646,0.784676016
6423464,2,3,3,3,Good,1.956038141,In,6781,0.06918146,0.874844779
6423465,2,3,3,3,Good,2.156884791,In,8344,0.151121884,0.721573352
6423467,2,3,3,3,Good,2.243125322,In,8344,0.094616158,0.850275508
6423470,2,3,3,3,Good,1.688159148,In,6781,0.011045054,0.978129868
6423475,2,3,3,3,Good,1.820946149,In,6781,0.125337665,0.701892197
6423476,2,3,3,3,Good,1.664829431,In,6781,0.065167421,0.87113251
6423477,2,3,3,3,Good,2.205945356,In,8344,0.07842257,0.846342402
6423478,2,3,3,3,Good,1.721266172,In,8343,0.035381091,0.931581264
6423479,2,3,3,3,Good,1.696424409,In,8343,0.003645779,0.994062143
6423489,2,3,3,3,Good,1.774200181,In,6781,0.023362498,0.952705971
6423490,2,3,3,3,Good,1.881411629,In,2347,0.077317931,0.851149525
6423491,2,3,3,3,Good,1.818750257,In,2347,0.060992414,0.887452744
6423493,2,3,3,3,Good,2.113221111,In,8344,0.128468234,0.7595521
6423494,2,3,3,3,Good,1.840410764,In,8554,0.107515513,0.801447996
6423498,2,3,3,3,Good,1.612219646,In,6787,0.070988741,0.888990669
6423502,2,3,3,3,Good,1.614205663,In,8343,0.038691966,0.940385409
6423507,2,3,3,3,Good,1.626229794,In,6787,0.07021428,0.896332571
6423508,2,3,3,3,Good,1.617349045,In,6787,0.070646048,0.891664689
6423509,2,3,3,3,Good,1.77980205,In,8343,0.13837502,0.702807618
6423511,2,3,3,3,Good,1.694721156,In,8343,0.141422809,0.714833522
6423512,2,3,3,3,Good,2.032182359,In,8344,0.115811911,0.795724027
6423513,2,3,3,3,Good,1.688066579,In,8343,0.007208349,0.988327534
6423514,2,3,3,3,Good,2.293285504,In,8344,0.188768493,0.705017163
6423521,2,3,3,3,Good,2.769724699,In,8344,0.177484569,0.733836388
6423522,2,3,3,3,Good,1.816410178,In,6787,0.10565947,0.793533343
6423523,2,3,3,3,Good,1.568945453,In,6787,0.076418074,0.867053942
6423525,2,3,3,3,Good,1.686545733,In,8343,0.007856618,0.987291135
6423526,2,3,3,3,Good,1.450061748,In,6787,0.107867725,0.812007648
6423527,2,3,3,3,Good,1.697594918,In,6787,0.084455525,0.829166722
6423535,2,3,3,3,Good,2.356563891,In,2391,0.184815998,0.753055015
6423536,2,3,3,3,Good,1.601917927,In,8343,0.043929681,0.93285725
6423537,2,3,3,3,Good,1.742190029,In,8343,0.129448137,0.732184754
6423541,2,3,3,3,Good,1.726407386,In,8343,0.058343601,0.859636513
6423544,2,3,3,3,Good,1.828546469,In,2347,0.074432488,0.878982146
6423545,2,3,3,3,Good,1.772792732,In,2347,0.073443397,0.878008415
6423546,2,3,3,3,Good,1.839157391,In,2347,0.072775268,0.879779302
6423547,2,3,3,3,Good,2.07766159,In,8344,0.109446029,0.811955929
6423553,2,3,3,3,Good,1.804165116,In,2347,0.071678292,0.893304987
6423565,2,3,3,3,Good,1.621997562,In,6787,0.070394306,0.894101953
6423566,2,3,3,3,Good,1.720739038,In,8343,0.120033542,0.746174487
6423567,2,3,3,3,Good,2.350879529,In,8344,0.142667678,0.767135727
6423568,2,3,3,3,Good,1.811492963,In,2347,0.014777995,0.979426244
6423569,2,3,3,3,Good,2.811272965,In,8573,0.172899308,0.811617197
6423571,2,3,3,3,Good,1.972788559,In,2347,0.07245557,0.870600484
6423573,2,3,3,3,Good,1.906704746,In,2347,0.073870044,0.864007078
6423579,2,3,3,3,Good,2.004823382,In,2347,0.075833204,0.850984943
6423580,2,3,3,3,Good,1.850142277,In,6787,0.128243979,0.786462919
6423581,2,3,3,3,Good,1.933786591,In,8343,0.109756438,0.815016826
6423582,2,3,3,3,Good,1.922234248,In,6787,0.113536243,0.816924074
6423583,2,3,3,3,Good,1.690612579,In,8343,0.006123103,0.990067416
6423584,2,3,3,3,Good,1.684422852,In,6787,0.010701166,0.983968733
6423593,2,3,3,3,Good,1.928471317,In,2347,0.024195383,0.954618875
6423594,2,3,3,3,Good,3.222719034,In,8344,0.257543968,0.737895801
6423595,2,3,3,3,Good,2.872826996,In,8344,0.157010153,0.791993997
6423596,2,3,3,3,Good,2.515224389,In,8344,0.117532855,0.835717353
6423597,2,3,3,3,Good,1.903524079,In,6781,0.119175994,0.729109725
6423598,2,3,3,3,Good,1.875838952,In,2347,0.075255548,0.870261154
6423599,2,3,3,3,Good,1.868246255,In,8343,0.116638924,0.79305154
6423607,2,3,3,3,Good,1.696049631,In,6781,0.067701244,0.848788154
6423608,2,3,3,3,Good,1.831031752,In,2347,0.07223356,0.884305902
6423609,2,3,3,3,Good,1.790810732,In,2347,0.072116523,0.886728974
6423610,2,3,3,3,Good,1.867849924,In,2347,0.011758768,0.97837835
6423612,2,3,3,3,Good,2.253755437,In,8344,0.062496473,0.88644508
6423613,3,3,3,3,Good,2.774533583,In,8573,0.174571747,0.803548336
6423615,2,3,3,3,Good,1.90909403,In,2347,0.01701842,0.966483961
6423616,2,3,3,3,Good,1.865430418,In,2347,0.080209669,0.843221048
6423621,2,3,3,3,Good,1.762318269,In,3026,0.0644565,0.864994554
6423622,2,3,3,3,Good,1.639319984,In,6787,0.095140422,0.803629192
6423623,2,3,3,3,Good,1.650643285,In,6787,0.092626288,0.80846747
6423624,2,3,3,3,Good,1.558956249,In,6787,0.078254335,0.862143101
6423625,2,3,3,3,Good,1.610797144,In,6787,0.071095716,0.888251939
6423626,2,3,3,3,Good,1.615393677,In,6787,0.0707687,0.890643436
6423629,2,3,3,3,Good,1.623483576,In,6787,0.070325734,0.894883898
6423630,2,3,3,3,Good,1.669600399,In,6787,0.114516481,0.796820519
6423631,2,3,3,3,Good,1.676047706,In,6787,0.11399692,0.799521794
6423633,2,3,3,3,Good,1.681880983,In,6787,0.113583647,0.801981634
6423639,2,3,3,3,Good,1.692025813,In,6787,0.112995222,0.806295862
6423640,2,3,3,3,Good,1.858315796,In,8343,0.097573261,0.798571424
6423641,2,3,3,3,Good,1.841823266,In,2347,0.072989821,0.878294206
6423642,2,3,3,3,Good,2.06166335,In,8344,0.127534854,0.811282335
6423643,2,3,3,3,Good,2.00731577,In,2391,0.128776278,0.84745241
6423644,2,3,3,3,Good,2.056961014,In,2391,0.112835118,0.863938544
6423645,2,3,3,3,Good,2.102780413,In,2391,0.133566312,0.846473353
6423651,2,3,3,3,Good,2.086546266,In,2391,0.136387449,0.870366217
6423652,2,3,3,3,Good,1.663077865,In,6787,0.019921358,0.970562699
