Table S8. The PRI result of 1909 true external FCOCs using the optimal Rat-QSTR model,,,,,,,,,,
CID,Score(MAE-LOO),Score(Proximity Train YObs Mean),Score(Similarity based AD),CompositeScore,PredictionQuality,YPred(Test),AD status,Closest Training Compound,Euclidean Distance,Generalized Jaccard Coeff.
4158912,3,3,2,3,Good,3.121573106,In,47,0.349906546,0.750517168
4164896,2,3,1,3,Good,3.130983646,Outside AD,51,0.44285435,0.611647659
4169382,3,3,3,3,Good,2.142546151,In,78,0.243464402,0.729526905
4207890,2,3,3,3,Good,1.017774499,In,22,0.071172203,0.932733229
4219437,3,3,3,3,Good,2.053382714,In,51,0.231207817,0.764482296
4219891,2,3,3,3,Good,2.491321314,In,79,0.070073582,0.920395646
4227080,2,3,3,3,Good,2.993715064,In,37,0.297526924,0.72275807
4244670,3,3,2,3,Good,2.184447575,In,91,0.385913559,0.63631785
4247096,2,3,3,3,Good,2.451034035,In,19,0.249450144,0.735462247
4247539,2,3,1,3,Good,2.957867069,Outside AD,91,0.430072878,0.664389693
4248130,3,3,3,3,Good,2.661698186,In,80,0.150801781,0.830199291
4266855,2,3,3,3,Good,2.029058029,In,12,0.057193253,0.916334695
4289294,3,3,3,3,Good,2.188639671,In,12,0.121317435,0.808207002
4301523,2,3,3,3,Good,3.001046622,In,12,0.296801227,0.479105717
4319579,2,3,3,3,Good,3.240601022,In,80,0.287443811,0.668550361
4330720,2,3,3,3,Good,1.958517221,In,51,0.257729806,0.71742172
4335747,2,3,3,3,Good,1.287053661,In,42,0.075575881,0.893951965
4349277,2,3,3,3,Good,1.390682924,In,15,0.081783508,0.888691596
4369673,3,3,3,3,Good,2.06581105,In,57,0.102500855,0.856894002
4378290,2,3,3,3,Good,2.879394015,In,36,0.300107305,0.542606952
4382470,2,3,3,3,Good,2.248116399,In,36,0.422518208,0.490804335
4391037,2,3,3,3,Good,3.018766613,In,80,0.201180207,0.785507338
4437886,2,3,3,3,Good,3.555008159,In,36,0.452398197,0.461599512
4448491,3,3,3,3,Good,1.962103643,In,46,0.079234613,0.882460427
4495638,2,3,3,3,Good,1.711332991,In,4,0.018020039,0.983432188
4496170,3,3,3,3,Good,2.036432358,In,46,0.099160136,0.856485668
4496171,2,3,3,3,Good,2.028756461,In,3,0.146514872,0.843843971
4552820,2,3,3,3,Good,1.638929722,In,4,0.059657642,0.947922582
4575154,3,3,3,3,Good,1.931040624,In,46,0.042329814,0.937420741
4575291,2,3,3,3,Good,2.459009026,In,3,0.322768725,0.664328981
4639090,3,3,3,3,Good,1.826642911,In,4,0.093860226,0.918765415
4642666,3,3,3,3,Good,2.248532305,In,3,0.232163055,0.728612491
4660734,2,3,3,3,Good,2.490871014,In,3,0.338246658,0.641589616
4813404,2,3,2,3,Good,2.343437463,In,44,0.354784464,-0.554739865
4830941,2,3,3,3,Good,2.886164285,In,19,0.236683586,0.744742429
4831380,2,3,1,3,Good,2.813615747,Outside AD,91,0.480319613,0.536678455
4831796,3,3,3,3,Good,2.060114952,In,12,0.130963904,0.807127963
4833274,2,3,1,3,Good,3.204898682,Outside AD,91,0.323368952,0.694136525
4840261,2,3,3,3,Good,1.895744538,In,4,0.102943253,0.881338979
4843374,3,3,3,3,Good,1.839434919,In,57,0.044556732,0.930000162
4847301,2,3,3,3,Good,2.873440238,In,19,0.273526274,0.71012289
4850048,2,3,3,3,Good,2.222691767,In,59,0.091154866,0.826178362
4866734,3,3,3,3,Good,2.028363368,In,12,0.142353961,0.782905954
4920949,2,3,3,3,Good,1.704468536,In,4,0.098341097,0.893095682
4961446,2,3,3,3,Good,2.439255082,In,36,0.173761165,0.741669286
4979261,2,3,3,3,Good,1.922929446,In,26,0.143692138,0.8134308
5006700,2,3,3,3,Good,2.270188389,In,1,0.177451671,0.825429802
5043461,2,3,3,3,Good,1.529315571,In,68,0.09297517,0.85627197
5051480,2,3,3,3,Good,1.637594012,In,8,0.087054441,0.82106321
5078442,2,3,3,3,Good,1.850966275,In,13,0.214256734,0.40008484
5090515,2,3,3,3,Good,2.297889749,In,44,0.234701441,-0.04252089
5112420,2,3,3,3,Good,2.285119268,In,8,0.282181566,0.572409045
5130496,2,3,1,3,Good,2.999794212,Outside AD,91,0.598483763,0.426056632
5175470,3,3,1,3,Good,2.508886075,Outside AD,63,0.341112626,0.693451553
5247707,2,3,1,3,Good,2.999794212,Outside AD,91,0.598483763,0.426056632
5255992,3,3,3,3,Good,1.826642911,In,4,0.093860226,0.918765415
5260288,2,3,1,3,Good,3.204898682,Outside AD,91,0.323368952,0.694136525
5315567,2,3,2,3,Good,2.775682693,In,91,0.341484757,0.69514697
5324246,2,3,3,3,Good,2.067185023,In,19,0.289176244,0.71737937
5378390,2,3,3,3,Good,2.402347627,In,3,0.300721326,0.691931775
5380110,2,3,3,3,Good,1.696491971,In,33,0.107403819,0.827187777
5387844,2,3,3,3,Good,1.506558113,In,18,0.10132857,0.86371668
5453480,2,3,3,3,Good,1.491046184,In,18,0.099102775,0.859129256
6081229,2,3,3,3,Good,1.386154468,In,15,0.103367926,0.857614991
6217951,3,3,3,3,Good,1.393649902,In,22,0.089932961,0.89612123
6246242,3,3,3,3,Good,1.366915694,In,22,0.088023403,0.911589795
6411707,3,3,3,3,Good,1.31937146,In,24,0.086904353,0.914510748
6414407,2,3,3,3,Good,1.60344691,In,17,0.115244548,0.834934972
6415701,2,3,3,3,Good,1.693228878,In,33,0.090152126,0.856102787
6416228,2,3,3,3,Good,2.18141048,In,33,0.170491218,0.771393813
6421084,2,3,3,3,Good,1.627190439,In,26,0.208074215,0.667462376
6421086,2,3,3,3,Good,1.597481888,In,17,0.112282037,0.856442546
6421087,2,3,3,3,Good,2.030756681,In,33,0.03371087,0.944891868
6421089,2,3,3,3,Good,1.611016146,In,46,0.091015044,0.865405387
6421090,2,3,3,3,Good,2.010356599,In,36,0.128754008,0.840277475
6421091,2,3,3,3,Good,1.834171773,In,17,0.16909755,0.73474946
6421092,2,3,3,3,Good,2.127196424,In,36,0.15651533,0.766610656
6421098,2,3,3,3,Good,2.147134797,In,36,0.177799061,0.733657354
6421099,2,3,3,3,Good,2.073409338,In,36,0.169268512,0.747435892
6421100,2,3,3,3,Good,2.167136768,In,36,0.156223779,0.74712999
6421101,3,3,3,3,Good,1.37356863,In,22,0.088398123,0.906188304
6421102,2,3,3,3,Good,1.978797069,In,59,0.104451692,0.788298477
6421388,2,3,3,3,Good,1.490023963,In,14,0.112405906,0.84170144
6421389,2,3,3,3,Good,1.069243515,In,22,0.013373466,0.984432971
6421402,2,3,3,3,Good,0.968288981,In,24,0.083333541,0.923560609
6421406,2,3,3,3,Good,1.332773763,In,17,0.039382615,0.944188858
6421407,2,3,3,3,Good,0.966386313,In,24,0.085862789,0.921639959
6421410,2,3,3,3,Good,0.987640353,In,24,0.088721952,0.906906634
6421411,2,3,3,3,Good,1.252926098,In,17,0.094181886,0.892686197
6421416,2,3,3,3,Good,1.175389469,In,18,0.052418511,0.928170194
6421564,2,3,3,3,Good,1.104279571,In,15,0.03780351,0.950587449
6421666,2,3,3,3,Good,1.099422606,In,22,0.049703603,0.932724643
6421745,2,3,3,3,Good,1.132110308,In,42,0.111960928,0.871524435
6421945,3,3,3,3,Good,1.403559014,In,24,0.10323802,0.87737458
6421948,2,3,3,3,Good,1.983480371,In,26,0.1215017,0.772542473
6421951,2,3,3,3,Good,1.230527129,In,16,0.145918354,0.826106022
6421952,2,3,3,3,Good,0.985580564,In,16,0.02714602,0.964871554
6421962,3,3,3,3,Good,0.966454533,In,16,0.022987633,0.977064835
6421963,2,3,3,3,Good,1.09646159,In,18,0.070287048,0.902531496
6421964,2,3,3,3,Good,1.335894317,In,14,0.049272102,0.922553112
6421965,2,3,3,3,Good,1.175707223,In,15,0.093656829,0.879295101
6421966,2,3,3,3,Good,1.153040786,In,15,0.039874502,0.949361142
6421968,2,3,3,3,Good,1.12458443,In,18,0.010419508,0.987464712
6422007,2,3,3,3,Good,1.118307671,In,18,0.028955937,0.959044327
6422113,2,3,3,3,Good,1.0190206,In,22,0.076884813,0.927539841
6422347,2,3,3,3,Good,1.95143733,In,59,0.093071635,0.83278027
6422370,2,3,3,3,Good,2.405135695,In,6,0.121067551,0.827406043
6422371,3,3,3,3,Good,1.039499984,In,11,0.14535239,0.788221301
6422372,2,3,3,3,Good,2.541253578,In,33,0.203930742,0.700478733
6422373,3,3,3,3,Good,0.990958482,In,40,0.042483337,0.952926659
6422374,2,3,3,3,Good,1.074743557,In,24,0.058278713,0.931644982
6422384,2,3,3,3,Good,1.009866446,In,16,0.024279559,0.968399564
6422385,3,3,3,3,Good,0.926198087,In,16,0.079175235,0.92849777
6422386,2,3,3,3,Good,1.025036773,In,24,0.04387087,0.946626632
6422387,2,3,3,3,Good,1.563695507,In,18,0.11897395,0.824048237
6422521,2,3,3,3,Good,0.996562281,In,24,0.035058692,0.966975752
6422593,3,3,3,3,Good,0.895896157,In,23,0.03069635,0.961037453
6422897,2,3,3,3,Good,1.04279983,In,22,0.014361243,0.980533646
6423100,2,3,3,3,Good,1.109962358,In,18,0.050099108,0.929896527
6423318,3,3,3,3,Good,1.434939331,In,22,0.100896599,0.897075637
6423322,2,3,3,3,Good,1.935500218,In,19,0.153356381,0.827679868
6423323,2,3,3,3,Good,1.059983912,In,22,0.033696606,0.955320484
6423324,2,3,3,3,Good,1.141601291,In,18,0.021928391,0.977335903
6423375,2,3,3,3,Good,1.283264311,In,14,0.059770404,0.907065155
6423376,2,3,3,3,Good,1.082286538,In,22,0.053352114,0.938214076
6423377,2,3,3,3,Good,0.977122166,In,16,0.03484956,0.957904247
6423378,2,3,3,3,Good,1.310893282,In,17,0.035189223,0.944258949
6423383,2,3,3,3,Good,1.06334657,In,22,0.045371348,0.943537084
6423384,2,3,3,3,Good,1.519504235,In,18,0.110325036,0.854140316
6423385,2,3,3,3,Good,1.242950547,In,17,0.061996681,0.921122199
6423386,2,3,3,3,Good,2.94339542,In,79,0.162916877,0.791957836
6423390,2,3,3,3,Good,1.49521482,In,18,0.102294055,0.892048644
6423391,2,3,3,3,Good,1.609849573,In,17,0.120800697,0.838459302
6423392,2,3,3,3,Good,2.219722888,In,19,0.165173122,0.788557721
6423393,2,3,3,3,Good,1.600263945,In,69,0.120938006,0.86346291
6423394,2,3,3,3,Good,1.486865425,In,18,0.104859864,0.87778864
6423395,2,3,3,3,Good,1.085609011,In,15,0.031820189,0.965955428
6423396,2,3,3,3,Good,1.257379274,In,17,0.055822515,0.93457842
6423401,2,3,3,3,Good,1.174810891,In,18,0.044122645,0.941730249
6423407,2,3,3,3,Good,1.148537649,In,18,0.036742007,0.960731997
6423408,2,3,3,3,Good,0.987940896,In,15,0.085306354,0.920160198
6423409,2,3,3,3,Good,1.138658323,In,18,0.120846769,0.846621735
6423410,3,3,3,3,Good,1.055547334,In,16,0.103434039,0.894545421
6423411,3,3,3,3,Good,0.965307216,In,16,0.018673055,0.981404039
6423412,2,3,3,3,Good,0.973743917,In,24,0.074307885,0.931301794
6423413,2,3,3,3,Good,1.122742508,In,18,0.064584688,0.919285787
6423414,2,3,3,3,Good,1.233572958,In,17,0.053102979,0.930693716
6423422,2,3,3,3,Good,1.203070519,In,18,0.057249878,0.917882737
6423424,2,3,3,3,Good,1.385342179,In,14,0.090145613,0.870129572
6423425,2,3,3,3,Good,1.171605685,In,14,0.118380516,0.822446545
6423426,3,3,3,3,Good,1.108582731,In,18,0.118857031,0.842532458
6423427,3,3,3,3,Good,1.080985324,In,24,0.111068305,0.887007229
6423428,2,3,3,3,Good,1.099780529,In,18,0.019196324,0.978528413
6423432,3,3,3,3,Good,0.930480303,In,23,0.035534612,0.955491023
6423434,2,3,3,3,Good,1.085837375,In,15,0.049993249,0.933797279
6423436,2,3,3,3,Good,1.817490631,In,33,0.129792454,0.790425688
6423437,2,3,3,3,Good,1.635724016,In,33,0.10364676,0.83659171
6423438,2,3,3,3,Good,1.597814466,In,17,0.115938644,0.835037954
6423439,3,3,3,3,Good,2.8919414,In,79,0.158466689,0.814745935
6423440,2,3,3,3,Good,1.514083374,In,15,0.118440018,0.848969693
6423441,2,3,3,3,Good,3.019870947,In,79,0.18670264,0.804634998
6423442,2,3,3,3,Good,1.73596576,In,19,0.170600554,0.773223356
6423450,2,3,3,3,Good,1.712984626,In,61,0.144710306,0.810183065
6423451,2,3,3,3,Good,1.949818107,In,19,0.083466364,0.892072435
6423453,2,3,3,3,Good,2.33066436,In,61,0.1377847,0.838928212
6423454,2,3,3,3,Good,1.598567531,In,15,0.132712411,0.807154015
6423455,2,3,3,3,Good,1.631863484,In,46,0.091057472,0.856218106
6423456,2,3,3,3,Good,1.172172912,In,18,0.043741724,0.943503727
6423466,2,3,3,3,Good,1.070839842,In,22,0.039341324,0.951415786
6423468,2,3,3,3,Good,1.642248963,In,33,0.100761377,0.842112065
6423469,2,3,3,3,Good,1.651443966,In,33,0.107624767,0.840618012
6423471,3,3,3,3,Good,1.420923046,In,22,0.112165362,0.85367347
6423472,2,3,3,3,Good,1.747406303,In,33,0.089953214,0.863248214
6423473,2,3,3,3,Good,1.506301443,In,18,0.103660155,0.886204805
6423474,2,3,3,3,Good,1.461865732,In,15,0.109283905,0.862360833
6423480,2,3,3,3,Good,1.851597735,In,33,0.111000581,0.813021722
6423481,2,3,3,3,Good,1.443870387,In,22,0.116558026,0.8399263
6423482,2,3,3,3,Good,1.49760188,In,18,0.114574084,0.849537767
6423483,2,3,3,3,Good,1.242543763,In,17,0.037479684,0.9506929
6423484,3,3,3,3,Good,1.362632363,In,16,0.104162977,0.876984524
6423485,3,3,3,3,Good,1.34007006,In,40,0.102175198,0.878872543
6423486,3,3,3,3,Good,1.319256894,In,40,0.100321838,0.892336861
6423487,2,3,3,3,Good,1.399548272,In,11,0.112479612,0.797552552
6423488,2,3,3,3,Good,1.511530387,In,18,0.103977841,0.878907429
6423492,2,3,3,3,Good,1.097197007,In,18,0.023558197,0.9732487
6423495,2,3,3,3,Good,1.304579659,In,17,0.062218418,0.910469706
6423496,3,3,3,3,Good,0.935349331,In,16,0.067655845,0.939102014
6423497,2,3,3,3,Good,0.98772038,In,24,0.024505922,0.96847192
6423501,2,3,3,3,Good,1.203775394,In,18,0.065277975,0.910404628
6423503,2,3,3,3,Good,1.739770865,In,33,0.105172486,0.822843623
6423504,2,3,3,3,Good,1.732725929,In,33,0.08149233,0.889374612
6423505,2,3,3,3,Good,1.110486251,In,18,0.011541089,0.983805525
6423506,3,3,3,3,Good,0.985224126,In,40,0.037543958,0.959108943
6423510,2,3,3,3,Good,1.450174438,In,14,0.089665328,0.860930634
6423515,2,3,3,3,Good,1.524305338,In,15,0.118244977,0.84361795
6423516,2,3,3,3,Good,1.600292567,In,17,0.111032445,0.849293261
6423517,2,3,3,3,Good,1.582610635,In,17,0.120540167,0.825043818
6423518,2,3,3,3,Good,1.605483533,In,17,0.112831185,0.845015229
6423519,2,3,3,3,Good,1.656990593,In,46,0.107018566,0.832315886
6423520,2,3,3,3,Good,1.549588138,In,18,0.117531824,0.84062635
6423524,2,3,3,3,Good,1.312539113,In,17,0.014744556,0.977549383
6423528,2,3,3,3,Good,1.173276417,In,15,0.067708986,0.912960994
6423529,2,3,3,3,Good,1.696066146,In,33,0.098304543,0.860643059
6423530,2,3,3,3,Good,1.712929048,In,33,0.109702991,0.821144129
6423531,2,3,3,3,Good,1.560185754,In,17,0.108266214,0.846815992
6423532,2,3,3,3,Good,1.557890182,In,17,0.099411522,0.866580331
6423533,2,3,3,3,Good,1.519695862,In,18,0.106495587,0.838199278
6423534,2,3,3,3,Good,1.229383763,In,15,0.082284949,0.919410713
6423538,2,3,3,3,Good,1.267891403,In,17,0.035715275,0.944578585
6423539,2,3,3,3,Good,1.639267881,In,33,0.098751475,0.855584997
6423540,2,3,3,3,Good,1.453026964,In,18,0.093775593,0.888239236
6423543,2,3,3,3,Good,2.392047007,In,79,0.105700735,0.868444151
6423548,2,3,3,3,Good,1.623733386,In,17,0.115863334,0.812641524
6423549,2,3,3,3,Good,1.407338757,In,69,0.073530474,0.912339849
6423550,2,3,3,3,Good,1.524714019,In,18,0.114093433,0.839202786
6423551,2,3,3,3,Good,1.482427289,In,18,0.099411241,0.864022807
6423552,2,3,3,3,Good,1.738902083,In,26,0.140464078,0.794209724
6423561,2,3,3,3,Good,1.206622747,In,14,0.094298538,0.853418301
6423562,3,3,3,3,Good,1.51063064,In,57,0.090858814,0.876727357
6423563,2,3,3,3,Good,1.266311514,In,14,0.069595358,0.889531392
6423564,2,3,3,3,Good,1.27222559,In,14,0.049255964,0.917809016
6423570,2,3,3,3,Good,1.514440754,In,14,0.116336996,0.792354645
6423572,2,3,3,3,Good,2.31936676,In,33,0.105466474,0.880284161
6423574,2,3,3,3,Good,1.300390599,In,15,0.12043735,0.844562318
6423575,2,3,3,3,Good,1.155045421,In,18,0.020703185,0.97607942
6423576,2,3,3,3,Good,1.120299154,In,18,0.044786132,0.938392229
6423577,2,3,3,3,Good,3.019130642,In,12,0.25363651,0.648348554
6423578,3,3,3,3,Good,1.943578627,In,46,0.093138793,0.829607908
6423585,2,3,3,3,Good,1.681900037,In,33,0.085143944,0.875684544
6423586,2,3,3,3,Good,1.729919292,In,14,0.114635312,0.81730501
6423587,2,3,3,3,Good,2.18613105,In,12,0.168026829,0.695609264
6423588,2,3,3,3,Good,1.246251101,In,17,0.034715525,0.953315903
6423589,3,3,3,3,Good,0.920919289,In,23,0.032594514,0.961689005
6423590,2,3,3,3,Good,1.947790097,In,46,0.092491079,0.832200679
6423591,2,3,3,3,Good,1.240618447,In,14,0.074070304,0.877529483
6423592,2,3,3,3,Good,1.118624228,In,15,0.003971831,0.995233967
6423600,2,3,3,3,Good,1.707500028,In,14,0.107510435,0.854623248
6423601,2,3,3,3,Good,3.035408938,In,12,0.257629711,0.633268457
6423602,2,3,3,3,Good,1.606300337,In,46,0.087203657,0.87319408
6423603,2,3,3,3,Good,1.220001395,In,17,0.054276241,0.918481892
6423604,2,3,3,3,Good,1.399238538,In,14,0.063331431,0.889268948
6423605,2,3,3,3,Good,1.553357803,In,18,0.1170236,0.830301024
6423606,3,3,3,3,Good,1.507356295,In,57,0.099337992,0.853703399
6423611,2,3,3,3,Good,1.289708588,In,14,0.037362635,0.936029195
6423614,2,3,3,3,Good,1.620890805,In,26,0.20677251,0.676987675
6423617,2,3,3,3,Good,1.082509146,In,22,0.012550601,0.982442885
6423618,2,3,3,3,Good,1.375438957,In,14,0.040066116,0.927907719
6423619,2,3,3,3,Good,1.367705669,In,17,0.079669008,0.888525718
6423620,2,3,3,3,Good,1.408332651,In,17,0.075936285,0.881204977
6423632,2,3,3,3,Good,1.412137318,In,18,0.09078718,0.895416201
6423634,2,3,3,3,Good,1.252273922,In,15,0.091155937,0.877314626
6423635,2,3,3,3,Good,2.008151618,In,59,0.159167722,0.710405045
6423636,2,3,3,3,Good,1.185831929,In,15,0.072816397,0.912437845
6423637,2,3,3,3,Good,1.157523924,In,18,0.068328647,0.905918301
6423638,2,3,3,3,Good,1.131251711,In,18,0.058084058,0.924172301
6423646,2,3,3,3,Good,1.083927252,In,22,0.042840342,0.942006632
6423647,2,3,3,3,Good,1.294282478,In,17,0.003293236,0.995810841
6423648,2,3,3,3,Good,1.303107113,In,17,0.073450197,0.893367968
6423649,3,3,3,3,Good,1.483784155,In,57,0.096135968,0.855000673
6423654,2,3,3,3,Good,1.589933816,In,33,0.11507822,0.816125147
6423656,2,3,3,3,Good,1.552299974,In,18,0.112759256,0.842693227
6423661,3,3,3,3,Good,1.499286457,In,57,0.119238821,0.816981198
6423664,2,3,3,3,Good,1.283328572,In,17,0.044225093,0.930479136
6423665,2,3,3,3,Good,1.849869176,In,59,0.105629315,0.801212088
6423666,2,3,3,3,Good,1.973666999,In,59,0.127009447,0.765133785
6423668,2,3,3,3,Good,1.710293654,In,11,0.135125803,0.760725611
6423669,3,3,3,3,Good,1.35599351,In,4,0.09843321,0.892664304
6423670,3,3,3,3,Good,1.377278898,In,24,0.099469275,0.900986552
6423679,2,3,3,3,Good,1.093402978,In,22,0.041668473,0.957008851
6423681,2,3,3,3,Good,1.008412446,In,24,0.057007714,0.934238456
6423682,2,3,3,3,Good,1.165766184,In,15,0.070724086,0.907869093
6423683,2,3,3,3,Good,1.17113725,In,15,0.039207133,0.946511015
6423684,2,3,3,3,Good,1.170129781,In,18,0.071255658,0.901258876
6423693,2,3,3,3,Good,1.116512052,In,18,0.048383362,0.941858785
6423694,2,3,3,3,Good,1.028593471,In,24,0.027919018,0.962847318
6423695,2,3,3,3,Good,1.142374392,In,18,0.057213896,0.922276454
6423696,2,3,3,3,Good,1.517147144,In,18,0.122986783,0.822112702
6423697,2,3,3,3,Good,1.489152716,In,18,0.117778298,0.837124765
6423698,2,3,3,3,Good,2.018736086,In,12,0.253135874,0.501740449
6423703,2,3,3,3,Good,1.840844757,In,69,0.152540746,0.815228148
6423707,2,3,3,3,Good,1.925883715,In,33,0.084893007,0.883651677
6423708,2,3,3,3,Good,1.62603276,In,17,0.106993716,0.871311096
6423709,2,3,3,3,Good,1.534889663,In,18,0.10868392,0.864912935
6423710,2,3,3,3,Good,2.536991897,In,12,0.154135324,0.742865842
6423711,2,3,3,3,Good,1.647058914,In,61,0.100168056,0.855023994
6423712,2,3,3,3,Good,1.712024117,In,61,0.143427138,0.81152171
6423717,2,3,3,3,Good,1.33379941,In,17,0.034932445,0.947074225
6423718,2,3,3,3,Good,2.050022225,In,61,0.101121219,0.881552557
6423720,2,3,3,3,Good,1.420659463,In,15,0.088629324,0.906469224
6423726,2,3,3,3,Good,2.698426833,In,12,0.219884823,0.668910341
6423729,2,3,3,3,Good,1.358545112,In,11,0.090403047,0.86636947
6423730,3,3,3,3,Good,3.019850145,In,12,0.257824312,0.619069349
6423731,3,3,3,3,Good,1.148187509,In,11,0.10089275,0.871161067
6423732,3,3,3,3,Good,1.08478712,In,24,0.113294245,0.886163489
6423733,3,3,3,3,Good,1.075731015,In,16,0.131301413,0.866412625
6423734,2,3,3,3,Good,0.88824197,In,15,0.144755785,0.83883938
6423735,2,3,3,3,Good,0.894747211,In,15,0.157155666,0.823806415
6423740,2,3,3,3,Good,0.893246832,In,15,0.145892748,0.834189198
6423743,2,3,3,3,Good,0.827499268,In,42,0.199804157,0.784692522
6423746,2,3,3,3,Good,0.845566061,In,15,0.176810047,0.806150805
6423748,2,3,3,3,Good,1.865140077,In,13,0.218562153,0.324947263
6423754,2,3,3,3,Good,2.435640685,In,59,0.197030989,0.675558662
6423755,2,3,3,3,Good,3.343362235,In,55,0.304242434,0.55218121
6423756,2,3,3,3,Good,1.545116364,In,46,0.084403249,0.877515619
6423757,3,3,3,3,Good,1.410020074,In,22,0.100105199,0.904244058
6423773,2,3,3,3,Good,1.435864756,In,15,0.112050032,0.853140589
6423774,3,3,3,3,Good,0.919822944,In,30,0.034269839,0.967570773
6423775,2,3,3,3,Good,1.541105352,In,18,0.109631538,0.855530756
6423776,2,3,3,3,Good,2.157478601,In,79,0.143273332,0.816741053
6423777,3,3,3,3,Good,1.370096493,In,22,0.087548196,0.918186006
6423778,3,3,3,3,Good,1.298299088,In,24,0.116802109,0.850210552
6423779,3,3,3,3,Good,1.283781945,In,16,0.092324012,0.887270622
6423780,3,3,3,3,Good,1.265528279,In,16,0.09098688,0.899323163
6423785,2,3,3,3,Good,1.299804485,In,17,0.033471492,0.950826254
6423788,2,3,3,3,Good,1.212210879,In,18,0.070499661,0.912650165
6423789,2,3,3,3,Good,1.207919475,In,14,0.093227373,0.855561242
6423792,2,3,3,3,Good,1.171867914,In,18,0.05080182,0.938983645
6423800,2,3,3,3,Good,1.248234685,In,14,0.065393282,0.89635192
6423801,2,3,3,3,Good,1.52052308,In,18,0.108942166,0.858139201
6423802,2,3,3,3,Good,2.817814778,In,79,0.121985037,0.869737163
6423803,2,3,3,3,Good,1.607840212,In,26,0.204665025,0.696296643
6423804,2,3,3,3,Good,1.737512131,In,13,0.144949155,0.549864617
6423805,3,3,3,3,Good,1.365063123,In,22,0.090010301,0.894582165
6423806,2,3,3,3,Good,1.121328647,In,18,0.009621547,0.986155377
6423807,3,3,3,3,Good,0.919444408,In,30,0.064184154,0.933508543
6423813,2,3,3,3,Good,1.115340844,In,18,0.019764286,0.97977377
6423815,2,3,3,3,Good,1.021878134,In,24,0.010164537,0.986377629
6423817,2,3,3,3,Good,1.290364773,In,17,0.067796282,0.897669445
6423818,2,3,3,3,Good,1.175118364,In,18,0.030761168,0.957729084
6423819,2,3,3,3,Good,1.147230362,In,18,0.013454859,0.980406522
6423820,2,3,3,3,Good,1.313943759,In,17,0.092760149,0.864784759
6423821,2,3,3,3,Good,1.065223466,In,22,0.007115297,0.990620881
6423828,3,3,3,3,Good,1.382406055,In,22,0.092019597,0.886105718
6423829,3,3,3,3,Good,1.248368257,In,40,0.090072543,0.896665823
6423830,2,3,3,3,Good,1.607378196,In,14,0.192589316,0.636400264
6423831,3,3,3,3,Good,1.232206306,In,30,0.089074604,0.90356128
6423832,2,3,3,3,Good,1.436936334,In,14,0.104530356,0.822341781
6423833,2,3,3,3,Good,1.05104635,In,22,0.021728073,0.978871854
6423834,2,3,3,3,Good,1.590971649,In,8,0.140175277,0.731033847
6423835,2,3,3,3,Good,1.322623003,In,17,0.018516558,0.96965901
6423840,2,3,3,3,Good,1.219170488,In,17,0.053612537,0.920322202
6423843,2,3,3,3,Good,1.462777112,In,14,0.081357413,0.862733973
6423844,2,3,3,3,Good,1.260598363,In,17,0.040728229,0.938209172
6423845,2,3,3,3,Good,2.451342108,In,79,0.106451473,0.874634047
6423846,2,3,3,3,Good,2.147829235,In,10,0.190072349,0.7427724
6423847,2,3,3,3,Good,2.830137446,In,79,0.094096402,0.901085854
6423848,3,3,3,3,Good,2.050420252,In,57,0.222262505,0.751909548
6423849,2,3,3,3,Good,2.693996061,In,79,0.086614872,0.909488182
6423853,2,3,3,3,Good,2.049164801,In,10,0.212542067,0.791040604
6423854,2,3,3,3,Good,2.6782391,In,36,0.291003594,0.695186828
6423856,2,3,3,3,Good,3.434413295,In,80,0.321303026,0.689430445
6423857,2,3,3,3,Good,3.465438406,In,80,0.359758735,0.684548222
6423858,2,3,3,3,Good,3.391172328,In,1,0.338732133,0.693571946
6452193,2,3,3,3,Good,3.436117615,In,80,0.320027872,0.690374785
6452991,2,3,3,3,Good,3.630109413,In,1,0.379857802,0.665632938
6481347,2,3,3,3,Good,1.884463684,In,42,0.21061024,0.772646431
6481348,2,3,3,3,Good,3.363487269,In,80,0.324900292,0.695376244
6481349,2,3,3,3,Good,3.333598398,In,1,0.36568912,0.698099301
6610700,2,3,3,3,Good,3.564129953,In,80,0.339008812,0.702013119
6612430,2,3,3,3,Good,1.728994733,In,15,0.243775329,0.717293191
8868302,2,3,1,3,Good,3.598153849,Outside AD,91,0.403568271,0.677677324
9809359,2,3,3,3,Good,1.92827852,In,13,0.006692844,0.96901693
9851621,2,3,3,3,Good,3.512535262,In,80,0.316822832,0.677904408
9871871,2,3,3,3,Good,3.539243633,In,80,0.298649756,0.702524831
9872605,2,3,3,3,Good,3.557092777,In,80,0.302238473,0.695517115
9872651,2,3,3,3,Good,3.252081715,In,34,0.16770467,0.881958691
9873218,2,3,3,3,Good,2.724333667,In,49,0.205170801,0.506966074
9894136,3,3,1,3,Good,3.352500791,Outside AD,63,0.308779705,0.654906774
9894922,2,3,3,3,Good,1.869125388,In,49,0.285478496,0.416915961
9895172,3,3,2,3,Good,3.090854071,In,63,0.263767479,0.698535261
9904141,2,3,3,3,Good,2.60629556,In,36,0.270286894,0.646053192
9938599,2,3,3,3,Good,3.420696773,In,79,0.227287531,0.741644482
9940349,2,3,3,3,Good,2.883960447,In,36,0.193664723,0.759693556
