"Table S2.Detailed statistic information of the training, test and true external sets in the Rat-QSTR models  ",,,,,,,,,,,,,
Rat-QSTR Model,Compound Information,,,,Rat-QSTR Model-Descriptor Value,,,,,Predicted Activity by  Rat-QSTR,,Model's AD,
Dataset grouping,No.,CID,Status,Exp. endpoint,AATSC7i,CATS2D_08_DL,ChiA_X,F06[C-N],P_VSA_charge_10,Predicted endpoint,Residual,HAT i/i (h*=0.3529),
,1673,17297011,True external,-,-0.152623404377071,0,0.99818031676821,4,4.28827397215005,1.6087,-,0.1173,Good
,1674,17297012,True external,-,0.234282598086652,0,0.998246601923774,6,4.28827397215005,1.4918,-,0.2371,Good
,1675,17297013,True external,-,0.160336825406652,0,0.997740576795211,6,4.28827397215005,1.688,-,0.2025,Good
,1676,17297014,True external,-,-0.286919326139447,0,0.998246601923774,4,22.530310102601,2.8946,-,0.1808,Good
,1677,17607517,True external,-,-0.165120280281424,0,0.997417872159142,4,19.6716259552569,2.8686,-,0.1154,Good
,1678,17765055,True external,-,-0.0611109146496649,2,0.9969195883732,0,6.79416205448151,2,-,0.0266,Good
,1679,17765062,True external,-,-0.111430001254302,2,0.997414319279825,0,12.0375901490657,2.2374,-,0.0409,Good
,1680,17765066,True external,-,-0.0621418782114565,2,0.997551053355903,0,17.28101824365,2.5159,-,0.062,Good
,1681,17765071,True external,-,-0.00163375986924922,2,0.997316551489932,0,10.4868561891685,2.0918,-,0.0344,Good
,1682,17765091,True external,-,-0.21347172488146,2,0.997392154375352,0,12.0375901490657,2.3096,-,0.0547,Good
,1683,17778353,True external,-,-0.140840739205224,2,0.998161130475703,8,25.6331227701747,3.5519,-,0.3083,Good
,1684,17778369,True external,-,-0.341276375521122,2,0.997351771597708,4,25.6331227701747,3.6154,-,0.1848,Good
,1685,17792405,True external,-,-0.0716897297145819,2,0.996878466513637,0,17.0145300911745,2.7018,-,0.0548,Good
,1686,17792410,True external,-,0.00891076968654784,4,0.997071207128864,0,17.28101824365,2.8268,-,0.1001,Good
,1687,17797176,True external,-,0.0200918470005105,0,0.997581066857501,0,24.2640108383011,2.705,-,0.1047,Good
,1688,17843498,True external,-,-0.0591160179601051,4,0.997263569096952,0,17.28101824365,2.8141,-,0.1003,Good
,1689,18172662,True external,-,-0.0614868102959084,0,0.99542594487973,12,0,2.6789,-,0.7734,Good
,1690,18327850,True external,-,-0.47968182197511,0,0.995171928188629,2,0,2.2647,-,0.246,Good
,1691,18327862,True external,-,0.0201906260908592,0,0.997813831688321,2,31.4605685675054,3.269,-,0.1697,Good
,1692,18327866,True external,-,-0.0752378123781617,3,0.996666622706932,0,0,1.7373,-,0.0507,Good
,1693,18361636,True external,-,-0.0873644636080181,4,0.997803704146457,0,0,1.519,-,0.0974,Good
,1694,18401315,True external,-,-0.0801145023072826,4,0.997946414055737,2,31.4605685675054,3.7261,-,0.2195,Good
,1695,18417504,True external,-,-0.00674549796115133,3,0.997557402617602,3,5.24342809458423,2.0093,-,0.0627,Good
,1696,18432304,True external,-,0.295617427923142,4,0.995885196463683,0,0,1.8359,-,0.1738,Moderate
,1697,18510120,True external,-,-0.050062326515475,2,0.996267823581314,0,0,1.7304,-,0.0457,Good
,1698,18515461,True external,-,-0.0903439534560492,4,0.99759132080827,0,22.2579581857588,3.0704,-,0.1427,Good
,1699,18515463,True external,-,-0.190774418326741,4,0.997562501175416,0,22.2579581857588,3.1436,-,0.1527,Good
,1700,18515464,True external,-,-0.300485962231025,4,0.997341690993086,0,22.2579581857588,3.2791,-,0.1722,Good
,1701,18515534,True external,-,-0.252069851430767,2,0.996849440148169,0,5.24342809458423,2.0399,-,0.05,Good
,1702,18522620,True external,-,0.339093881140811,0,0.99717872092341,0,19.6716259552569,2.311,-,0.1434,Good
,1703,18522626,True external,-,0.113039687121265,0,0.996954257514146,0,19.6716259552569,2.5224,-,0.0791,Good
,1704,18615995,True external,-,0.0563583072799664,3,0.997768770931234,4,5.24342809458423,1.9824,-,0.0971,Good
,1705,18619997,True external,-,-0.0376040691336124,2,0.997340617521033,3,8.7440346262434,2.2189,-,0.0433,Good
,1706,18704197,True external,-,-0.328952609530973,0,0.99670954187872,0,16.0003512962185,2.6335,-,0.1072,Good
,1707,18710895,True external,-,-0.140222914378014,0,0.997016506766208,0,15.7302842837527,2.4038,-,0.0552,Good
,1708,18731167,True external,-,-0.004944991678544,5,0.997589671027838,10,5.24342809458423,2.745,-,0.4358,Good
,1709,18782863,True external,-,-0.0417355752588927,4,0.996937300789998,8,5.24342809458423,2.7009,-,0.2672,Good
,1710,18782894,True external,-,0.00758498725598656,5,0.996703150367327,8,5.24342809458423,2.8457,-,0.2894,Good
,1711,18793673,True external,-,-0.0804860048776966,2,0.997679881722606,0,5.24342809458423,1.6856,-,0.0388,Good
,1712,18947814,True external,-,0.00220296712199711,2,0.997774387315052,0,9.83581297762843,1.9114,-,0.0445,Good
,1713,18956392,True external,-,-0.166367211889179,2,0.995400652737145,0,17.28101824365,3.2146,-,0.117,Good
,1714,18956394,True external,-,-0.130796514609387,2,0.99625979551797,1,10.4868561891685,2.5612,-,0.0399,Good
,1715,18957587,True external,-,-0.00530777912709557,3,0.997844767015531,3,5.24342809458423,1.924,-,0.0719,Good
,1716,18995614,True external,-,0.111026637155212,0,0.997135236867834,0,10.4868561891685,1.8569,-,0.0427,Good
,1717,18995615,True external,-,-0.297555116513437,0,0.997392688931202,0,10.4868561891685,2.0443,-,0.0748,Good
,1718,18995616,True external,-,-0.114887329292403,0,0.997616763223799,0,10.4868561891685,1.8609,-,0.0398,Good
,1719,18995618,True external,-,0.0195922722010825,0,0.997861375446499,0,15.0792410722127,2.0093,-,0.0549,Good
,1720,18996639,True external,-,0.132408849049907,6,0.997469136172615,0,10.4868561891685,2.3921,-,0.1914,Good
,1721,19010642,True external,-,-0.0169485509922716,0,0.998407108504544,4,10.4868561891685,1.8689,-,0.1082,Good
,1722,19070378,True external,-,0.00436069631889711,1,0.997753312342619,0,10.4868561891685,1.8519,-,0.0369,Good
,1723,19070382,True external,-,0.0401169605384966,7,0.997510171865494,7,5.24342809458423,2.7276,-,0.3225,Good
,1724,19070384,True external,-,0.0322321273600964,3,0.997427943921649,6,5.24342809458423,2.2497,-,0.1572,Good
,1725,19088388,True external,-,-0.0748453499552841,4,0.995814503741373,0,0,2.0951,-,0.0909,Good
,1726,19092019,True external,-,-0.390090169669209,2,0.996812769391019,0,9.83581297762843,2.4464,-,0.0984,Good
,1727,19092021,True external,-,-0.0619055413072902,2,0.997851742335746,0,5.24342809458423,1.6231,-,0.0443,Good
,1728,19092022,True external,-,-0.0553575565696701,2,0.997928465823755,0,5.24342809458423,1.5964,-,0.0473,Good
,1729,19099802,True external,-,-0.0313706242917615,6,0.99581887162746,0,0,2.2816,-,0.1632,Good
,1730,19133378,True external,-,0.14052183098454,0,0.997154508826172,4,19.6716259552569,2.7491,-,0.1172,Good
,1731,19133379,True external,-,-0.0870344642884263,0,0.997627203067451,4,19.6716259552569,2.7568,-,0.1072,Good
,1732,19133380,True external,-,0.0380107606499699,0,0.997379501121662,6,19.6716259552569,2.9007,-,0.1769,Good
,1733,19133382,True external,-,-0.0169226474403029,0,0.998340492752516,4,19.6716259552569,2.5022,-,0.1244,Good
,1734,19133384,True external,-,-0.0975084881313838,2,0.998230037237403,6,19.6716259552569,2.9538,-,0.1789,Good
,1735,19133385,True external,-,-0.230897725031455,0,0.998230037237403,6,19.6716259552569,2.824,-,0.2195,Good
,1736,19349612,True external,-,-0.225545732975234,0,0.998068706123272,0,19.6716259552569,2.4131,-,0.1097,Good
,1737,19366135,True external,-,0.283952513638004,0,0.997086164360048,6,10.4868561891685,2.2148,-,0.2206,Good
,1738,19366138,True external,-,0.0967254338073946,0,0.996415725434241,6,34.0290601823491,4.1052,-,0.3066,Good
,1739,19366141,True external,-,0.0853532684867229,0,0.997131232637311,6,34.0290601823491,3.9024,-,0.2856,Good
,1740,19366148,True external,-,0.159279355032964,0,0.996766405200745,6,34.0290601823491,3.962,-,0.3037,Good
,1741,19366153,True external,-,-0.178971793193785,4,0.997415564178747,2,20.9737123783369,3.2449,-,0.1169,Good
,1742,19366155,True external,-,0.125803296085658,0,0.997789494179552,6,10.4868561891685,2.11,-,0.1799,Good
,1743,19366169,True external,-,-0.118332124261669,2,0.996974320189632,6,16.0003512962185,3.0907,-,0.146,Good
,1744,19366171,True external,-,-0.210127571990222,0,0.996974320189632,6,10.4868561891685,2.5657,-,0.1836,Good
,1745,19366176,True external,-,-0.00797056825529384,0,0.996662725759471,6,26.487207485387,3.5962,-,0.2231,Good
,1746,19366177,True external,-,-0.422536274380278,4,0.997415564178747,2,20.9737123783369,3.4017,-,0.1891,Good
,1747,19366195,True external,-,0.0124468198943922,0,0.997318269175816,6,20.7538108537331,3.0074,-,0.18,Good
,1748,19366203,True external,-,0.05656697324185,6,0.997318269175816,6,10.4868561891685,2.9401,-,0.2239,Good
,1749,19366207,True external,-,-0.111719129276025,4,0.997899302212279,2,20.9737123783369,3.0596,-,0.1251,Good
,1750,19366213,True external,-,-0.153006076472219,4,0.997415564178747,2,20.9737123783369,3.2282,-,0.1134,Good
,1751,19366222,True external,-,-0.0689487346987225,0,0.996974320189632,6,16.0003512962185,2.8432,-,0.1689,Good
,1752,19366225,True external,-,-0.0126838717142485,0,0.996953550338375,4,10.4868561891685,2.2931,-,0.0828,Good
,1753,19366226,True external,-,0.15258062860572,0,0.99710608100701,6,10.4868561891685,2.2935,-,0.1819,Good
,1754,19366230,True external,-,0.0911731432082377,0,0.996415725434241,6,34.0290601823491,4.1088,-,0.3059,Good
,1755,19366233,True external,-,0.0904760246940533,0,0.997789494179552,6,20.7538108537331,2.8188,-,0.1896,Good
,1756,19366234,True external,-,-0.0410218263684146,4,0.99707322047003,2,31.4605685675054,3.9574,-,0.1974,Moderate
,1757,19377165,True external,-,-0.137574364951125,0,0.997907942331245,0,19.6716259552569,2.4037,-,0.0869,Moderate
,1758,19378367,True external,-,0.0533623905398722,3,0.99787019043436,4,5.24342809458423,1.9546,-,0.1002,Moderate
,1759,19428442,True external,-,-0.0179156328934841,10,0.997038601005195,0,16.8580060906486,3.4725,-,0.4701,Moderate
,1760,19431362,True external,-,-0.284444725909014,0,0.997539298511439,0,24.9150540498411,2.9568,-,0.1536,Moderate
,1761,19598225,True external,-,-0.0222895227106653,0,0.997800205903527,2,20.9737123783369,2.5997,-,0.0798,Good
,1762,19598227,True external,-,0.0219637444209314,0,0.997813831688321,4,20.9737123783369,2.7188,-,0.1144,Good
,1763,19710934,True external,-,-0.21267540242998,2,0.996410583850189,0,3.10146791979456,2.0003,-,0.0488,Good
,1764,19710936,True external,-,-0.151127502819718,4,0.996376640327165,0,3.10146791979456,2.1864,-,0.0726,Good
,1765,19710941,True external,-,-0.191056159163804,4,0.996376640327165,0,3.10146791979456,2.2121,-,0.077,Good
,1766,19710943,True external,-,-0.0395376313963924,4,0.996376640327165,0,3.10146791979456,2.1145,-,0.0703,Good
,1767,19710944,True external,-,-0.157556000936716,4,0.996604151798685,0,1.55073395989728,2.0201,-,0.0734,Good
,1768,19738350,True external,-,-0.0595437471126585,0,0.998645843218939,0,41.9474247566739,3.6251,-,0.3696,Good
,1769,19739464,True external,-,-0.40961644772358,4,0.996167095812687,0,0,2.2071,-,0.1432,Good
,1770,19758721,True external,-,0.0725974432341085,2,0.99767522083879,4,15.7302842837527,2.5923,-,0.0868,Good
,1771,19777095,True external,-,-0.101000888616679,0,0.99769979612071,0,28.8563957213453,3.0549,-,0.1555,Good
,1772,19786005,True external,-,-0.0838547857637273,4,0.996024244113915,4,8.61496302684463,2.9182,-,0.1024,Good
,1773,19786009,True external,-,-0.245708096166824,0,0.997383524276948,0,34.0290601823491,3.5866,-,0.244,Good
,1774,19789192,True external,-,-0.140645232343127,4,0.996880124213282,5,32.0937711633872,4.3479,-,0.2392,Good
,1775,19802957,True external,-,-0.0679557103962711,0,0.9958093865412,0,0,1.6608,-,0.0747,Good
,1776,19825579,True external,-,-0.174398428681695,2,0.996488570022253,0,5.24342809458423,2.0959,-,0.0393,Good
,1777,19825585,True external,-,-0.411737706379357,2,0.996115370295438,0,5.24342809458423,2.3583,-,0.115,Good
,1778,19825593,True external,-,-0.257609226643729,2,0.997513606826343,0,9.83581297762843,2.1553,-,0.0619,Good
,1779,19847270,True external,-,-0.185790652318858,3,0.997878881015807,2,9.83581297762843,2.2612,-,0.0679,Moderate
,1780,19856932,True external,-,-0.226888845846446,4,0.99647692429462,7,20.3226691667969,3.887,-,0.239,Good
,1781,19871381,True external,-,0.0689311767720219,0,0.996127205707562,0,10.4868561891685,2.18,-,0.059,Good
,1782,19873557,True external,-,-0.030629059253576,0,0.997850618861323,0,19.6716259552569,2.3516,-,0.0766,Good
,1783,19880497,True external,-,-0.0622441182638288,0,0.997443105736919,0,20.9737123783369,2.5787,-,0.0785,Good
,1784,19890132,True external,-,-0.276819277822349,2,0.995811074116586,0,0,2.0105,-,0.0885,Good
,1785,19892662,True external,-,-0.182657309083955,0,0.996805373126132,0,10.4868561891685,2.1428,-,0.0469,Good
,1786,19899539,True external,-,0.00676332338401212,4,0.996935313486063,0,0,1.7134,-,0.0787,Good
,1787,19899933,True external,-,-0.318209542286484,2,0.997351273001676,0,9.83581297762843,2.242,-,0.0758,Good
,1788,19913378,True external,-,-0.0700965792311801,4,0.995055791993503,0,0,2.3149,-,0.132,Good
,1789,19913381,True external,-,-0.0779129835989619,4,0.996877056825457,0,0,1.785,-,0.0738,Good
,1790,19956668,True external,-,0.0672764537528498,4,0.995339220548934,0,0,2.1432,-,0.1277,Good
,1791,19967669,True external,-,0.000870619423794672,2,0.996745272200431,0,5.24342809458423,1.9077,-,0.0297,Good
,1792,19967671,True external,-,-0.0838111765506723,2,0.996877712949788,0,5.24342809458423,1.9233,-,0.0275,Good
,1793,19967672,True external,-,0.206590714782601,2,0.996635575276933,0,5.24342809458423,1.8075,-,0.07,Good
,1794,19967673,True external,-,-0.657777714327041,2,0.994625969592091,0,5.24342809458423,2.9542,-,0.3472,Good
,1795,19967674,True external,-,-0.481748260038301,2,0.996115370295437,0,5.24342809458423,2.4034,-,0.1473,Good
,1796,19967676,True external,-,0.0877372770184679,2,0.996377637545963,0,5.24342809458423,1.9597,-,0.0461,Good
,1797,19967680,True external,-,0.0592085346997497,2,0.99657934116751,0,5.24342809458423,1.9189,-,0.0376,Good
,1798,19967681,True external,-,0.181850642584891,2,0.996914796894691,0,5.24342809458423,1.7414,-,0.0604,Good
,1799,19967682,True external,-,-0.195270683905861,2,0.996479604731589,0,5.24342809458423,2.112,-,0.0426,Good
,1800,19967684,True external,-,-0.0108685491317627,2,0.997121327512526,0,5.24342809458423,1.8048,-,0.0288,Good
,1801,19967686,True external,-,0.139860237493742,2,0.996269743139929,0,5.24342809458423,1.9579,-,0.0596,Good
,1802,19979202,True external,-,0.0241211270647603,2,0.997350318639091,0,9.83581297762843,2.0218,-,0.0356,Good
,1803,19986965,True external,-,-0.407315154308406,0,0.992890417871935,0,3.10146791979456,2.9438,-,0.4764,Good
,1804,19987039,True external,-,0.341255934633724,0,0.99836661014586,0,31.4605685675054,2.7484,-,0.27,Good
,1805,19987040,True external,-,0.0246889568639016,0,0.997941592944291,0,31.4605685675054,3.077,-,0.1856,Good
,1806,19987043,True external,-,-0.717791789857187,0,0.997953946973927,0,20.9737123783369,2.8507,-,0.382,Good
,1807,19987047,True external,-,0.181454284959039,0,0.997930805864662,0,31.4605685675054,2.9792,-,0.2047,Good
,1808,19987049,True external,-,-0.0737030672427847,0,0.997977733908785,0,39.2157485087879,3.6479,-,0.2975,Good
,1809,20032859,True external,-,-0.136547980827079,7,0.996900166579663,0,12.937280897423,3.004,-,0.2142,Good
,1810,20037358,True external,-,0.125595970141047,4,0.997458408200469,0,20.9737123783369,2.8847,-,0.1468,Good
,1811,20037359,True external,-,-0.136890846071609,4,0.997472790973308,2,20.9737123783369,3.201,-,0.1129,Moderate
,1812,20068012,True external,-,-0.187452695713228,0,0.997704245163688,0,19.6716259552569,2.4956,-,0.0902,Good
,1813,20070601,True external,-,0.040820297227795,0,0.997667453248565,0,20.9737123783369,2.4464,-,0.0824,Good
,1814,20130391,True external,-,-0.157133150813373,2,0.998065624987669,3,20.9737123783369,2.9001,-,0.1056,Good
,1815,20133588,True external,-,-0.35277238743959,0,0.995687820206672,0,10.4868561891685,2.5806,-,0.1349,Good
,1816,20135279,True external,-,-0.352861061490361,0,0.99712309474354,0,19.6716259552569,2.7728,-,0.1338,Good
,1817,20136015,True external,-,0.094442690272356,0,0.997379495561188,2,31.4605685675054,3.3488,-,0.1697,Good
,1818,20151183,True external,-,-0.0893990785328581,0,0.997754736719308,0,15.0792410722127,2.1108,-,0.0537,Good
,1819,20209418,True external,-,0.0484339640039806,2,0.997526008466972,9,15.0792410722127,2.9872,-,0.3195,Good
,1820,20213909,True external,-,-0.231827570218809,4,0.997572007016305,2,10.4868561891685,2.5323,-,0.0879,Good
,1821,20228372,True external,-,-0.0421746012136555,6,0.99660710531524,0,0,2.057,-,0.1512,Good
,1822,20228373,True external,-,-0.189945487574322,5,0.994544048475553,0,6.79416205448151,3.1042,-,0.1988,Good
,1823,20228374,True external,-,-0.116946347898298,4,0.99548246160215,0,0,2.2198,-,0.1064,Good
,1824,20228375,True external,-,-0.167450889542199,5,0.996212399636155,0,11.3865469375257,2.9066,-,0.1158,Good
,1825,20234602,True external,-,-0.0182018246940418,0,0.996626722498467,0,38.0411654874336,3.9305,-,0.2744,Good
,1826,20239895,True external,-,-0.0565998246817153,2,0.99784247121423,0,5.24342809458423,1.6224,-,0.0439,Good
,1827,20239896,True external,-,-0.0476398934689281,0,0.998208840398092,0,10.4868561891685,1.6437,-,0.0545,Good
,1828,20239898,True external,-,0.0705845728903998,2,0.996817458997843,0,5.24342809458423,1.8416,-,0.0367,Good
,1829,20249643,True external,-,-0.18441066368587,2,0.996911293206953,0,27.1168312212784,3.4397,-,0.1462,Good
,1830,20249645,True external,-,-0.10280692690946,0,0.99719342889318,0,31.7092161043226,3.3954,-,0.1842,Moderate
,1831,20258575,True external,-,-0.096733093128544,5,0.996189443928046,0,0,2.107,-,0.1106,Good
,1832,20271876,True external,-,-0.14070648359509,8,0.996544221396264,3,0,2.582,-,0.2532,Good
,1833,20274196,True external,-,-0.133028947234643,7,0.996606345502094,7,20.3226691667969,4.1121,-,0.3109,Good
,1834,20278520,True external,-,0.114272726203746,6,0.996314069810483,0,0,2.0424,-,0.1777,Good
,1835,20278521,True external,-,0.0398564852799109,6,0.99585027027473,0,0,2.2265,-,0.1713,Good
,1836,20316266,True external,-,-0.356954743643754,8,0.996353923702787,0,10.4868561891685,3.2504,-,0.3036,Good
,1837,20316268,True external,-,-0.466874221183185,0,0.996110851949639,0,10.4868561891685,2.5298,-,0.1644,Good
,1838,20318290,True external,-,-0.141385505195993,0,0.995833055660328,0,9.18476976608839,2.3148,-,0.0713,Good
,1839,20345133,True external,-,0.000454905433047524,0,0.998035002082378,0,31.4605685675054,3.0652,-,0.1881,Good
,1840,20356520,True external,-,-0.0750454361666776,0,0.997579310602416,0,20.9737123783369,2.5469,-,0.0811,Good
,1841,20383696,True external,-,-0.368145741135825,0,0.995687820206672,0,23.5422039931806,3.4628,-,0.2158,Good
